Store,,DEC,73,YTD,74,DEC,75,YTD,76,DEC,77,YTD,78,DEC,79,YTD,80,DEC,81,YTD,82,DEC,83,YTD,84,DEC,85,YTD,86,DEC,87,YTD,88,DEC,89,YTD,90,DEC,91,YTD,92
497,,-2.43%,,2.69%,,21.31%,,18.04%,,14.24%,,8.68%,,3.46%,,7.79%,,4,,142,,65.04%,G,63.94%,G,4,,101,,111.05%,G,92.84%,G,0:29:58,G,0:27:03,G,553/2576,,878/2576,
1053,,-12.62%,R,-3.27%,R,7.98%,,8.51%,,-2.33%,R,-1.10%,,12.76%,,11.65%,,0,R,3,R,30.72%,,37.95%,,0,R,5,R,106.47%,G,104.85%,G,0:41:44,,0:37:08,G,1982/2576,,2127/2576,R
3294,,3.95%,G,9.30%,G,65.35%,G,34.65%,G,52.73%,G,11.81%,,166.67%,G,47.36%,G,0,R,15,R,33.41%,,37.88%,,0,R,38,,24.28%,R,16.61%,R,0:29:46,G,0:44:46,,136/2576,G,378/2576,G
4450,,-3.96%,,10.98%,G,27.79%,,56.69%,G,30.61%,G,51.44%,G,16.25%,,41.75%,G,13,,266,,34.56%,,42.40%,,24,G,275,G,51.26%,,46.29%,,0:22:48,G,0:28:12,G,391/2576,G,10/2576,G
5417,,-5.77%,,4.05%,,0.37%,R,22.84%,,-10.70%,R,20.65%,G,7.76%,,14.90%,,5,,162,,35.73%,,47.35%,G,1,R,61,,10.60%,R,13.98%,R,0:56:33,,0:58:43,,2247/2576,R,864/2576,
5418,,-6.19%,,6.58%,,21.76%,,19.65%,,28.51%,,18.13%,G,2.13%,,11.73%,,99,G,1385,G,58.62%,G,58.45%,G,17,G,140,G,79.76%,,80.25%,G,0:44:52,,0:45:00,,660/2576,,477/2576,G
7290,,3.93%,G,5.28%,,11.21%,,9.04%,,46.55%,G,3.95%,,10.28%,,15.31%,,2,R,85,,28.32%,,39.04%,,1,R,10,R,29.03%,R,57.41%,,0:55:35,,0:51:34,,1152/2576,,1708/2576,
Total,B,-4.07%,,5.03%,,19.46%,,22.66%,,20.23%,,15.93%,G,14.70%,,18.28%,,0.59,,0.89,G,43.70%,G,49.40%,G,0.22,,0.27,,59.33%,,58.71%,,0:40:34,G,0:41:35,G,69/394,G,26/394,G
922,,-4.56%,,-0.79%,R,12.86%,,13.14%,,-0.54%,,2.05%,,10.42%,,14.69%,,19,,28,R,34.38%,,29.11%,,2,,105,,45.84%,,40.59%,,0:45:47,,0:44:54,,1430/2576,,1920/2576,
1033,,-6.55%,,6.23%,,10.69%,,18.56%,,2.44%,,8.00%,,7.88%,,13.94%,,29,G,374,G,33.49%,,42.72%,,0,R,57,,50.00%,,32.28%,R,0:38:14,,0:35:48,G,1560/2576,,767/2576,
1142,,-5.86%,,0.41%,,-2.15%,R,5.91%,R,5.00%,,2.85%,,-4.47%,,10.43%,,0,R,3,R,32.46%,,33.32%,,0,R,39,,39.77%,,43.95%,,0:28:17,G,0:33:37,G,2140/2576,R,2088/2576,R
1160,,-5.76%,,1.11%,,23.49%,,14.56%,,4.83%,,7.72%,,22.05%,,10.67%,,4,,13,R,47.20%,G,50.67%,G,2,,25,,68.21%,,60.88%,,0:36:29,,0:40:25,,844/2576,,1597/2576,
1180,,-12.24%,R,0.60%,,-0.77%,R,5.49%,R,14.95%,,15.68%,,-2.45%,,7.13%,,7,,161,,25.38%,R,25.83%,R,1,R,43,,18.09%,R,27.23%,R,0:31:57,G,0:33:07,G,2194/2576,R,1943/2576,
1327,,-1.78%,,4.41%,,4.44%,,25.92%,,15.81%,,11.95%,,-17.86%,R,15.00%,,36,G,173,,40.49%,,44.40%,G,1,R,44,,77.45%,,80.12%,G,0:45:40,,0:48:19,,1547/2576,,621/2576,
1476,,10.86%,G,2.19%,,61.99%,G,13.18%,,20.82%,,-7.10%,R,50.68%,G,15.89%,,28,,240,,46.70%,G,42.02%,,7,,173,G,74.02%,,52.33%,,0:45:45,,0:49:37,,41/2576,G,1589/2576,
2691,,-4.51%,,9.32%,G,23.26%,,42.02%,G,19.17%,,17.57%,G,14.08%,,27.79%,G,29,G,484,G,44.46%,G,49.14%,G,4,,103,,69.33%,,71.18%,,0:40:53,,0:41:51,,605/2576,,36/2576,G
7087,,-11.74%,R,4.01%,,-1.54%,R,17.51%,,10.10%,,3.24%,,-22.21%,R,15.58%,,6,,145,,32.65%,,38.28%,,3,,37,,44.78%,,38.33%,,0:38:28,,0:37:50,,2263/2576,R,1161/2576,
Total,B,-4.50%,,2.93%,,14.58%,,17.52%,,9.77%,,5.49%,,5.68%,,14.64%,,0.59,,0.54,,38.56%,,40.47%,,0.07,,0.21,,56.22%,,50.20%,,0:39:09,G,0:40:31,G,178/394,,169/394,
884,,-15.50%,R,-0.88%,R,1.31%,,12.66%,,1.18%,,9.15%,,-7.13%,,8.16%,,0,R,18,R,38.60%,,38.71%,,0,R,8,R,69.08%,,76.93%,,0:43:08,,0:36:02,G,2351/2576,R,1832/2576,
1141,,-3.32%,,4.04%,,24.41%,,16.35%,,5.12%,,4.40%,,36.73%,G,13.50%,,20,,175,,49.05%,G,50.70%,G,6,,53,,99.31%,G,85.81%,G,0:38:10,,0:35:38,G,467/2576,G,937/2576,
1459,,-6.64%,,-5.04%,R,13.91%,,-1.70%,R,-2.66%,R,1.16%,,29.35%,G,-3.68%,R,0,R,14,R,31.09%,,32.71%,,0,R,8,R,47.62%,,31.35%,R,0:43:52,,0:47:56,,1608/2576,,2528/2576,R
1580,,-9.55%,,0.91%,,0.28%,R,9.23%,,-0.23%,,2.64%,,-12.37%,R,4.92%,R,1,R,6,R,27.06%,,31.11%,,0,R,32,,58.24%,,47.26%,,1:19:07,R,1:26:53,R,2497/2576,R,2339/2576,R
2787,,-5.45%,,10.18%,G,58.82%,G,90.46%,G,103.57%,G,85.43%,G,35.96%,G,68.23%,G,3,,25,R,41.74%,,36.91%,,0,R,5,R,15.29%,R,20.88%,R,0:42:21,,0:40:39,,477/2576,G,162/2576,G
3435,,-14.52%,R,2.78%,,5.94%,,16.88%,,16.86%,,8.22%,,0.68%,,13.39%,,36,G,249,,25.45%,R,35.42%,,2,,17,R,93.69%,G,78.72%,,0:49:41,,0:52:41,,1939/2576,,1361/2576,
3529,,-10.32%,R,-6.33%,R,4.66%,,-11.16%,R,-5.22%,R,-18.77%,R,3.99%,,-0.63%,R,27,,254,,43.55%,G,46.99%,G,3,,23,,19.16%,R,15.23%,R,1:23:23,R,1:25:56,R,2233/2576,R,2546/2576,R
5443,,-5.31%,,5.25%,,10.20%,,16.06%,,24.71%,,6.94%,,1.70%,,16.44%,,0,R,0,R,36.53%,,33.19%,,1,R,7,R,34.66%,R,46.03%,,1:15:05,R,1:01:37,,1821/2576,,1584/2576,
Total,B,-8.89%,R,1.27%,R,12.68%,,12.67%,R,9.12%,,4.80%,,9.57%,,12.11%,,0.36,,0.28,,37.52%,,38.68%,,0.05,R,0.06,R,60.79%,,57.37%,,0:58:13,R,0:57:15,,295/394,,352/394,R
828,,-6.64%,,9.83%,G,55.80%,G,47.09%,G,87.05%,G,46.84%,G,55.41%,G,31.55%,G,1,R,6,R,28.70%,,39.19%,,3,,28,,60.00%,,64.08%,,1:01:43,R,0:52:44,,644/2576,,200/2576,G
902,,-1.96%,,-0.99%,R,17.36%,,1.10%,R,5.99%,,-7.61%,R,2.50%,,-3.90%,R,2,R,101,,42.13%,G,42.81%,,3,,45,,109.74%,G,95.29%,G,0:51:53,,1:06:57,R,1091/2576,,2404/2576,R
995,,-22.66%,R,-7.88%,R,0.82%,R,-3.10%,R,19.51%,,-6.05%,R,-22.06%,R,-4.83%,R,5,,48,,43.41%,G,35.09%,,4,,26,,98.90%,G,88.65%,G,0:44:34,,1:08:46,R,2122/2576,R,2532/2576,R
1310,,-19.35%,R,-7.75%,R,3.67%,,0.79%,R,1.08%,,-4.04%,R,-6.15%,,-0.45%,R,7,,23,R,38.54%,,39.13%,,4,,11,R,61.21%,,47.76%,,0:25:51,G,0:29:49,G,2085/2576,R,2423/2576,R
1356,,-0.24%,,4.34%,,32.85%,G,21.36%,,4.26%,,13.11%,,29.22%,G,17.65%,,34,G,327,G,39.45%,,40.22%,,2,,61,,113.32%,G,88.64%,G,0:34:11,G,0:48:20,,240/2576,G,666/2576,
1991,,-5.05%,,5.97%,,15.15%,,20.35%,,18.69%,,10.42%,,5.76%,,16.91%,,1,R,83,,26.48%,,27.97%,,2,,69,,96.52%,G,84.24%,G,0:42:11,,0:46:27,,1216/2576,,798/2576,
4235,,-3.84%,,3.38%,,23.91%,,10.89%,,22.07%,,-2.56%,R,15.49%,,13.10%,,19,,72,,39.18%,,41.77%,,8,,45,,77.03%,,75.97%,,0:51:36,,0:51:41,,646/2576,,1748/2576,
4417,,-2.36%,,2.90%,,33.49%,G,20.30%,,12.07%,,-1.62%,,49.54%,G,19.78%,,1,R,37,R,25.97%,,34.20%,,3,,104,,46.22%,,46.93%,,1:26:39,R,1:30:54,R,931/2576,,1515/2576,
Total,B,-7.77%,,1.45%,R,20.26%,,12.49%,R,15.67%,,3.79%,,11.17%,,9.63%,,0.29,,0.26,R,35.24%,,37.34%,,0.12,,0.15,,83.51%,G,75.15%,G,0:47:58,,0:53:50,,146/394,,344/394,R
143,,-5.08%,,3.69%,,25.07%,,17.67%,,8.08%,,7.10%,,11.11%,,12.73%,,1,R,30,R,31.84%,,35.27%,,2,,28,,103.42%,G,85.21%,G,0:19:16,G,0:19:10,G,779/2576,,1083/2576,
204,,-4.31%,,0.45%,,2.73%,,8.10%,R,19.10%,,5.03%,,-6.54%,,1.61%,R,20,,51,,31.99%,,36.50%,,3,,28,,59.27%,,52.03%,,0:51:11,,1:00:56,,1783/2576,,2273/2576,R
282,,-3.57%,,6.37%,,2.35%,,15.76%,,1.89%,,10.83%,,1.47%,,9.03%,,37,G,197,,24.94%,R,29.20%,,8,,74,,85.71%,,72.54%,,0:45:05,,0:55:29,,1706/2576,,1162/2576,
294,,-1.45%,,9.33%,G,21.35%,,32.34%,G,9.57%,,19.88%,G,18.27%,,29.17%,G,0,R,120,,30.62%,,29.78%,,1,R,14,R,41.73%,,30.59%,R,0:38:28,,0:37:22,G,942/2576,,318/2576,G
430,,-10.51%,R,4.75%,,-0.51%,R,14.99%,,-9.86%,R,10.32%,,-6.06%,,12.15%,,2,R,145,,28.49%,,30.26%,,2,,40,,80.65%,,74.28%,,0:40:47,,0:36:29,G,2309/2576,R,1113/2576,
431,,-3.85%,,7.87%,G,15.48%,,23.04%,,19.17%,,12.57%,,6.59%,,19.78%,,17,,22,R,31.18%,,29.66%,,8,,34,,91.57%,,76.22%,,0:36:32,,0:43:59,,861/2576,,650/2576,
491,,-3.92%,,-0.07%,R,9.65%,,12.50%,,3.85%,,6.66%,,12.47%,,4.43%,R,27,,172,,22.91%,R,29.52%,,0,R,46,,53.94%,,66.98%,,0:48:35,,0:48:40,,1642/2576,,1914/2576,
653,,-3.96%,,1.69%,,5.80%,,7.04%,R,1.41%,,-5.67%,R,7.95%,,4.00%,R,0,R,20,R,32.02%,,48.19%,G,0,R,16,R,63.19%,,38.35%,,1:02:48,R,1:13:39,R,2042/2576,,2356/2576,R
655,,-8.07%,,-0.57%,R,-12.72%,R,-1.01%,R,-5.13%,R,-15.43%,R,-14.22%,R,2.06%,R,3,,72,,21.98%,R,28.00%,,2,,30,,78.38%,,82.85%,G,1:10:54,R,1:21:08,R,2514/2576,R,2511/2576,R
736,,-3.11%,,8.93%,G,12.36%,,18.24%,,23.55%,,14.47%,,13.56%,,16.88%,,1,R,44,,23.03%,R,30.28%,,2,,169,G,21.32%,R,45.76%,,1:05:23,R,1:05:03,R,1569/2576,,921/2576,
3362,,0.38%,,0.77%,,7.31%,,-0.06%,R,17.32%,,-3.42%,R,-3.68%,,-1.64%,R,2,R,47,,34.94%,,41.16%,,0,R,14,R,24.70%,R,25.81%,R,1:02:08,R,1:00:25,,1734/2576,,2486/2576,R
Total,B,-4.32%,,3.52%,,7.16%,R,11.97%,R,6.72%,,5.06%,,2.47%,,7.79%,R,0.33,,0.25,R,28.73%,,34.74%,,0.08,,0.13,,61.92%,,56.34%,,0:48:11,,0:50:41,,331/394,R,331/394,R
299,,-9.88%,,-0.96%,R,-1.49%,R,8.87%,,12.45%,,5.95%,,-14.13%,R,4.31%,R,8,,278,G,32.11%,,42.37%,,8,,295,G,85.46%,,80.71%,G,1:03:11,R,0:54:34,,2249/2576,R,1917/2576,
333,,-4.60%,,-0.04%,R,22.99%,,7.96%,R,7.48%,,-0.10%,,9.78%,,3.52%,R,0,R,5,R,37.23%,,34.37%,,1,R,11,R,35.45%,R,41.05%,,0:38:30,,0:38:04,,1109/2576,,2267/2576,R
694,,2.44%,,14.64%,G,27.57%,,46.32%,G,25.35%,,29.45%,G,21.82%,,26.95%,G,2,R,64,,30.69%,,27.35%,R,2,,29,,72.83%,,70.19%,,0:56:13,,0:57:38,,549/2576,,233/2576,G
701,,-2.09%,,12.43%,G,34.49%,G,39.21%,G,33.49%,G,35.09%,G,9.84%,,22.09%,,18,,375,G,31.68%,,36.07%,,2,,21,,79.81%,,66.96%,,0:28:07,G,0:30:01,G,315/2576,G,51/2576,G
1263,,-0.88%,,-0.58%,R,36.21%,G,11.79%,,34.10%,G,6.95%,,30.79%,G,10.31%,,0,R,10,R,31.84%,,35.80%,,1,R,9,R,104.48%,G,81.55%,G,0:59:26,,0:58:40,,500/2576,G,2084/2576,R
1341,,-10.71%,R,0.10%,R,19.32%,,18.77%,,27.03%,,7.10%,,-13.74%,R,8.09%,,12,,111,,38.19%,,38.58%,,2,,38,,104.67%,G,67.03%,,0:51:27,,0:47:05,,1344/2576,,1507/2576,
1676,,1.24%,,3.42%,,19.75%,,30.77%,G,9.27%,,12.32%,,15.44%,,17.30%,,8,,145,,25.90%,,36.42%,,7,,119,G,93.21%,G,82.47%,G,0:24:29,G,0:26:12,G,519/2576,,416/2576,G
3363,,8.06%,G,6.21%,,12.67%,,19.64%,,1.96%,,4.60%,,19.76%,,14.73%,,8,,15,R,21.62%,R,27.87%,,1,R,22,,72.11%,,40.54%,,0:44:18,,0:48:26,,990/2576,,1264/2576,
5236,,-2.94%,,5.17%,,17.39%,,11.55%,,18.16%,,2.63%,,28.31%,G,14.82%,,2,R,12,R,32.51%,,29.60%,,1,R,38,,51.23%,,51.98%,,1:06:37,R,1:12:55,R,1188/2576,,1861/2576,
5728,,-5.63%,,5.73%,,32.10%,G,34.41%,G,31.34%,G,22.63%,G,9.67%,,21.23%,,11,,159,,32.75%,,33.75%,,9,,83,,96.98%,G,92.54%,G,0:47:38,,0:40:00,,591/2576,,220/2576,G
Total,B,-2.80%,,4.43%,,20.54%,,21.54%,,19.15%,,11.55%,,10.55%,,14.13%,,0.23,,0.35,,31.14%,,34.08%,,0.11,,0.20,,77.14%,,66.21%,,0:47:08,,0:46:11,,111/394,,98/394,
445,,-0.31%,,0.88%,,29.58%,G,17.02%,,15.24%,,12.92%,,38.26%,G,11.16%,,10,,270,,42.88%,G,39.99%,,4,,74,,71.36%,,43.08%,,0:47:34,,0:47:37,,399/2576,G,1351/2576,
589,,-19.55%,R,-0.16%,R,-18.56%,R,4.29%,R,-17.13%,R,-5.24%,R,-2.46%,,8.30%,,0,R,11,R,50.88%,G,50.84%,G,0,R,6,R,13.60%,R,16.23%,R,0:45:30,,0:46:08,,2531/2576,R,2346/2576,R
729,,-1.67%,,10.41%,G,11.14%,,38.04%,G,26.76%,,44.11%,G,0.71%,,25.65%,,0,R,7,R,35.56%,,39.89%,,0,R,3,R,24.30%,R,29.40%,R,0:51:57,,0:36:15,G,1506/2576,,239/2576,G
1165,,-13.89%,R,-0.69%,R,6.66%,,9.41%,,3.53%,,4.80%,,-1.84%,,6.15%,,1,R,53,,42.09%,,38.93%,,0,R,17,R,38.69%,,32.79%,R,0:40:19,,0:40:23,,2157/2576,R,2125/2576,R
4118,,0.34%,,7.55%,,20.29%,,19.90%,,7.32%,,18.41%,G,26.23%,G,25.22%,,3,,4,R,43.03%,G,40.97%,,1,R,3,R,51.10%,,42.03%,,0:43:00,,0:50:03,,745/2576,,818/2576,
Total,B,-6.97%,,3.53%,,8.91%,,15.72%,,4.06%,R,8.92%,,8.96%,,13.75%,,0.09,R,0.21,R,42.32%,G,41.36%,,0.03,R,0.06,R,41.20%,R,33.18%,R,0:44:32,,0:44:20,,323/394,R,241/394,
665,,-8.66%,,-0.74%,R,-8.64%,R,4.38%,R,-22.70%,R,2.95%,,9.22%,,5.06%,,2,R,87,,25.91%,,40.94%,,0,R,7,R,58.73%,,38.90%,,0:55:54,,1:01:33,,2447/2576,R,2395/2576,R
689,,-5.20%,,1.42%,,6.54%,,11.32%,,10.60%,,8.09%,,1.42%,,6.28%,,15,,192,,31.41%,,36.11%,,4,,50,,50.52%,,51.14%,,0:53:56,,0:57:59,,1774/2576,,1896/2576,
711,,-1.98%,,-0.56%,R,17.09%,,9.13%,,-0.49%,,-3.96%,R,4.85%,,5.48%,,0,R,1,R,30.78%,,30.98%,,1,R,14,R,86.52%,,71.95%,,0:59:16,,1:09:37,R,1443/2576,,2405/2576,R
719,,-10.23%,R,3.28%,,0.33%,R,7.76%,R,2.29%,,5.88%,,-5.02%,,6.12%,,12,,67,,30.96%,,32.45%,,1,R,25,,29.73%,R,34.08%,,1:02:57,R,1:01:45,,2394/2576,R,2140/2576,R
1048,,-5.49%,,1.61%,,17.61%,,11.25%,,16.21%,,-0.45%,,0.39%,,1.09%,R,1,R,23,R,36.70%,,37.17%,,1,R,73,,90.87%,,78.82%,,0:52:03,,0:50:43,,1310/2576,,2004/2576,
1190,,-0.82%,,2.64%,,12.08%,,14.03%,,16.55%,,12.67%,,5.36%,,1.67%,R,11,,231,,23.73%,R,35.52%,,3,,40,,30.82%,R,36.78%,,0:40:02,,0:34:53,G,1193/2576,,1482/2576,
1234,,-3.50%,,5.13%,,18.45%,,18.16%,,4.42%,,1.27%,,13.87%,,17.44%,,3,,62,,25.64%,R,31.86%,,2,,62,,33.65%,R,43.64%,,0:29:59,G,0:30:51,G,1114/2576,,1042/2576,
Total,B,-5.08%,,1.61%,,8.71%,,10.57%,R,4.91%,R,3.89%,,2.82%,,5.41%,R,0.21,,0.29,,29.81%,,34.76%,,0.06,R,0.12,,55.75%,,52.03%,,0:49:50,,0:51:46,,346/394,R,368/394,R
493,,3.51%,G,4.71%,,14.63%,,18.62%,,2.49%,,6.21%,,4.79%,,9.18%,,8,,198,,30.91%,,36.01%,,53,G,89,,112.90%,G,96.20%,G,0:28:59,G,0:29:43,G,638/2576,,807/2576,
507,,-8.27%,,1.93%,,2.63%,,16.83%,,-2.98%,R,12.18%,,-4.16%,,6.15%,,1,R,8,R,32.47%,,41.21%,,1,R,12,R,9.03%,R,14.69%,R,0:44:39,,0:40:31,,2296/2576,R,1639/2576,
519,,-3.64%,,8.18%,G,47.24%,G,31.61%,G,30.57%,G,16.58%,,21.97%,,23.45%,,6,,8,R,41.25%,,40.41%,,0,R,21,,44.13%,,50.53%,,0:28:27,G,0:31:27,G,345/2576,G,312/2576,G
571,,-9.55%,,3.85%,,6.65%,,27.27%,,9.49%,,30.84%,G,10.49%,,16.60%,,6,,60,,34.07%,,40.05%,,1,R,56,,87.97%,,90.48%,G,0:58:14,,0:51:00,,1908/2576,,604/2576,
584,,-9.77%,,4.40%,,11.34%,,28.97%,G,31.05%,G,27.61%,G,-5.14%,,15.23%,,0,R,9,R,24.51%,R,27.67%,R,3,,18,R,38.83%,,32.17%,R,0:24:51,G,0:29:14,G,1626/2576,,716/2576,
692,,-3.52%,,3.16%,,3.45%,,4.40%,R,5.51%,,3.97%,,6.84%,,4.37%,R,9,,138,,32.70%,,40.98%,,3,,21,,59.13%,,70.18%,,0:55:06,,0:41:44,,1812/2576,,1902/2576,
720,,-5.28%,,2.72%,,7.90%,,18.22%,,-1.96%,R,10.97%,,13.62%,,14.59%,,1,R,20,R,35.74%,,37.20%,,0,R,33,,69.63%,,48.30%,,0:59:40,,0:54:40,,1918/2576,,1438/2576,
1210,,-2.60%,,1.65%,,30.09%,G,27.02%,,35.24%,G,19.38%,G,30.21%,G,24.54%,,1,R,155,,38.98%,,36.66%,,1,R,26,,107.66%,G,98.18%,G,0:34:49,G,0:32:45,G,324/2576,G,571/2576,
2628,,-13.30%,R,-0.03%,R,-0.90%,R,5.74%,R,-8.99%,R,6.86%,,4.12%,,12.39%,,3,,11,R,44.01%,G,38.71%,,3,,12,R,19.01%,R,20.15%,R,1:17:26,R,1:21:22,R,2439/2576,R,2366/2576,R
Total,B,-6.56%,,3.05%,,10.83%,,17.42%,,9.35%,,13.15%,G,7.31%,,12.48%,,0.13,R,0.20,R,35.31%,,38.02%,,0.24,,0.10,R,56.55%,,53.97%,,0:45:10,,0:43:16,,269/394,,187/394,
196,,-19.53%,R,-4.13%,R,-10.54%,R,5.42%,R,12.04%,,3.16%,,-20.81%,R,-1.36%,R,8,,101,,29.34%,,33.77%,,3,,28,,73.72%,,73.76%,,0:33:49,G,0:32:11,G,2341/2576,R,2193/2576,R
216,,1.16%,,0.79%,,31.14%,G,8.91%,,35.82%,G,-7.76%,R,10.46%,,3.48%,R,10,,117,,42.60%,G,46.76%,G,7,,48,,49.31%,,59.16%,,0:54:28,,1:09:34,R,422/2576,G,2230/2576,R
222,,-13.65%,R,0.80%,,16.98%,,19.44%,,22.55%,,17.95%,G,-3.32%,,6.05%,,0,R,1,R,40.94%,,35.61%,,6,,30,,59.06%,,50.40%,,0:48:32,,0:48:26,,1570/2576,,1542/2576,
237,,-15.39%,R,0.51%,,-10.90%,R,9.75%,,-10.69%,R,-0.30%,,-20.03%,R,1.08%,R,0,R,217,,49.18%,G,54.43%,G,3,,227,G,117.00%,G,105.59%,G,0:59:25,,0:55:01,,2495/2576,R,1872/2576,
262,,-0.54%,,2.01%,,17.32%,,12.28%,,1.16%,,5.81%,,19.89%,,7.56%,,14,,71,,50.00%,G,49.13%,G,2,,21,,82.48%,,82.59%,G,0:39:55,,0:39:44,,726/2576,,1625/2576,
302,,-11.94%,R,4.17%,,6.53%,,11.04%,,-2.54%,R,-0.24%,,-3.63%,,5.03%,,7,,9,R,29.88%,,34.89%,,3,,20,,101.65%,G,94.39%,G,0:45:52,,0:49:11,,2090/2576,R,1863/2576,
Total,B,-9.43%,R,0.62%,R,6.13%,R,10.37%,R,7.49%,,2.10%,,-4.62%,R,3.24%,R,0.22,,0.26,R,41.02%,G,43.85%,G,0.13,,0.19,,80.45%,G,79.46%,G,0:46:12,,0:47:37,,353/394,R,357/394,R
923,,-10.39%,R,-1.76%,R,-15.84%,R,-2.78%,R,-23.23%,R,-15.90%,R,-20.62%,R,4.39%,R,0,R,4,R,37.61%,,39.65%,,0,R,8,R,77.31%,,63.53%,,0:45:18,,0:56:24,,2500/2576,R,2515/2576,R
1275,,-7.85%,,3.85%,,29.87%,G,21.94%,,44.78%,G,16.85%,,3.32%,,10.69%,,9,,12,R,45.02%,G,35.91%,,1,R,13,R,104.82%,G,94.68%,G,0:42:11,,0:43:46,,668/2576,,956/2576,
1518,,-10.55%,R,7.25%,,1.98%,,22.30%,,7.14%,,17.49%,G,27.04%,G,34.80%,G,0,R,8,R,20.08%,R,27.87%,,0,R,4,R,53.01%,,41.47%,,1:00:49,,1:13:59,R,2275/2576,R,962/2576,
1557,,-17.56%,R,-1.09%,R,35.66%,G,62.92%,G,43.15%,G,60.37%,G,46.38%,G,61.68%,G,4,,21,R,41.25%,,41.31%,,0,R,23,,49.83%,,27.54%,R,1:12:03,R,1:14:07,R,1120/2576,,883/2576,
1655,,-8.00%,,1.50%,,17.76%,,17.55%,,24.67%,,13.15%,,5.97%,,5.03%,,21,,467,G,28.67%,,37.09%,,6,,46,,65.02%,,60.93%,,0:37:06,,0:39:10,,1049/2576,,1239/2576,
2786,,-9.93%,,4.29%,,33.71%,G,49.62%,G,43.28%,G,51.95%,G,10.15%,,31.10%,G,1,R,20,R,43.00%,G,41.93%,,1,R,12,R,7.17%,R,14.31%,R,0:47:18,,0:51:03,,1016/2576,,538/2576,
2788,,-3.00%,,1.03%,,27.26%,,3.55%,R,20.00%,,-3.42%,R,29.59%,G,14.64%,,0,R,5,R,33.46%,,36.75%,,1,R,12,R,27.56%,R,23.59%,R,0:33:26,G,0:35:30,G,658/2576,,2215/2576,R
6476,,-15.02%,R,-3.49%,R,-5.46%,R,7.66%,R,12.74%,,22.49%,G,-24.88%,R,-1.81%,R,0,R,18,R,34.44%,,38.76%,,0,R,5,R,80.13%,,77.67%,,0:38:47,,0:48:16,,2380/2576,R,2170/2576,R
Total,B,-10.05%,R,1.34%,R,13.72%,,18.97%,,17.30%,,14.08%,G,5.98%,,15.35%,,0.15,R,0.21,R,35.13%,,37.65%,,0.04,R,0.05,R,58.86%,,52.19%,,0:47:48,,0:53:10,,278/394,,229/394,
492,,7.85%,G,3.92%,,78.20%,G,51.40%,G,61.33%,G,24.04%,G,86.07%,G,42.21%,G,17,,211,,33.92%,,36.21%,,10,G,178,G,59.91%,,34.86%,,1:03:40,R,1:00:19,,88/2576,G,394/2576,G
566,,6.89%,G,6.76%,,16.72%,,15.53%,,26.16%,,5.87%,,22.76%,,17.23%,,4,,85,,25.23%,R,34.07%,,0,R,36,,16.41%,R,24.60%,R,0:22:17,G,0:31:21,G,585/2576,,1071/2576,
870,,5.45%,G,5.13%,,44.97%,G,38.00%,G,47.46%,G,28.11%,G,30.45%,G,22.01%,,8,,67,,25.27%,R,25.30%,R,6,,67,,95.07%,G,86.71%,G,0:52:23,,0:38:26,,157/2576,G,313/2576,G
1002,,-5.43%,,-0.03%,R,14.71%,,8.74%,,4.75%,,0.82%,,8.66%,,-4.46%,R,4,,118,,41.91%,,49.22%,G,7,,132,G,91.80%,,66.50%,,0:39:37,,0:38:39,,1124/2576,,1922/2576,
1026,,-2.18%,,4.98%,,20.48%,,23.09%,,14.86%,,9.78%,,14.34%,,18.60%,,0,R,47,,43.41%,G,41.72%,,1,R,42,,39.55%,,26.89%,R,0:39:00,,0:36:42,G,895/2576,,758/2576,
1162,,-3.42%,,-1.45%,R,21.79%,,17.20%,,5.88%,,1.04%,,-3.64%,,2.73%,R,15,,274,,40.05%,,36.25%,,9,,210,G,67.25%,,67.00%,,0:58:46,,0:48:32,,1132/2576,,1688/2576,
1371,,-8.24%,,0.62%,,6.01%,,4.88%,R,-8.22%,R,-7.94%,R,12.72%,,9.60%,,4,,105,,22.31%,R,25.35%,R,0,R,29,,54.86%,,55.49%,,0:40:00,,0:35:53,G,2066/2576,R,2181/2576,R
1783,,-6.68%,,7.42%,,19.79%,,39.89%,G,14.51%,,6.50%,,10.39%,,23.86%,,21,,657,G,40.50%,,51.72%,G,17,G,392,G,95.97%,G,99.21%,G,1:10:31,R,1:21:10,R,1063/2576,,257/2576,G
4216,,-2.38%,,6.34%,,46.37%,G,36.20%,G,50.00%,G,16.35%,,19.26%,,28.29%,G,0,R,28,R,36.58%,,35.04%,,1,R,26,,42.28%,,50.84%,,0:30:34,G,0:29:25,G,352/2576,G,336/2576,G
Total,B,-1.68%,,3.68%,,26.53%,G,25.00%,G,19.33%,,7.64%,,18.33%,G,17.06%,,0.27,,0.53,,35.85%,,38.43%,,0.19,,0.37,G,62.66%,,56.21%,,0:45:13,,0:42:28,G,42/394,G,62/394,G
&nbsp;,B,-5.64%,,2.83%,,14.26%,,16.43%,,12.20%,,7.92%,,7.67%,,11.75%,,0.29,,0.36,,35.48%,,38.57%,,0.12,,0.16,,63.18%,,57.67%,,0:46:40,,0:47:41,,16/34,,23/34,
