Store,,MAR,69,YTD,70,MAR,71,YTD,72,MAR,73,YTD,74,MAR,75,YTD,76,MAR,77,YTD,78,MAR,79,YTD,80,MAR,81,YTD,82,MAR,83,YTD,84,MAR,85,YTD,86,MAR,87,YTD,88
2762,,-2.54%,,-6.91%,R,12.05%,,3.65%,,30.87%,G,18.66%,,-16.84%,R,-21.99%,R,2,R,6,R,37.70%,R,34.35%,R,1,R,3,R,27.75%,R,22.51%,R,0:45:36,,0:46:14,,1861/2576,,2337/2576,R
3243,,-0.86%,,-6.13%,R,-20.40%,R,-26.46%,R,-12.55%,R,-16.59%,R,-8.10%,,-18.93%,R,31,,61,,39.52%,,39.46%,,7,,10,,56.59%,,63.18%,,0:49:51,,0:51:24,,2433/2576,R,2525/2576,R
Total,B,0.34%,,-1.97%,R,1.28%,R,-2.09%,R,9.65%,,9.92%,,-3.47%,R,-8.35%,R,0.42,R,0.42,R,37.48%,R,36.11%,R,0.09,R,0.1,R,44.58%,R,49.74%,R,0:41:42,,0:42:03,,373/394,R,382/394,R
1465,,-4.53%,R,-6.50%,R,3.58%,,-0.40%,R,8.76%,,3.82%,,-16.37%,R,-18.58%,R,23,,23,,37.09%,R,33.18%,R,9,,12,,47.18%,,42.22%,,0:53:46,,0:52:15,,2242/2576,R,2467/2576,R
1486,,2.25%,,-2.32%,,26.25%,G,16.06%,,9.44%,,8.80%,,9.91%,,1.57%,,20,,30,,26.53%,R,24.68%,R,0,R,1,R,32.06%,R,35.85%,R,0:39:58,,0:40:34,,1046/2576,,1567/2576,
1934,,4.15%,,1.83%,,32.87%,G,30.33%,G,26.74%,G,25.00%,G,26.90%,G,18.45%,G,4,R,4,R,40.17%,,42.55%,,5,,5,,50.87%,,50.93%,,0:55:20,,0:53:16,,730/2576,,880/2576,
2705,,-0.29%,,-0.25%,,12.91%,,11.28%,,20.09%,,19.64%,,17.74%,,7.77%,,6,,25,,35.46%,R,33.25%,R,1,R,2,R,24.30%,R,30.36%,R,0:41:47,,0:40:59,,1422/2576,,1490/2576,
3768,,9.01%,G,7.94%,G,12.91%,,14.09%,,6.69%,,8.04%,,18.90%,,20.38%,G,45,,74,,25.49%,R,23.27%,R,30,G,53,G,104.60%,G,98.14%,G,0:39:15,,0:41:24,,551/2576,,560/2576,
Total,B,1.85%,,-0.29%,,16.05%,,12.26%,,12.45%,,10.82%,,9.49%,,4.59%,,0.63,,0.52,,31.69%,R,29.64%,R,0.29,,0.24,,53.04%,,54.20%,,0:46:06,,0:45:43,,168/394,,244/394,
1344,,-0.20%,,-0.25%,,13.63%,,11.88%,,26.45%,G,17.92%,,-0.64%,,3.93%,,67,G,112,G,41.46%,,37.58%,,4,,11,,72.06%,,73.81%,,0:41:19,,0:43:16,,1043/2576,,1151/2576,
1399,,10.00%,G,10.53%,G,24.01%,,25.47%,G,14.53%,,23.92%,,19.70%,G,21.27%,G,9,,21,,49.77%,,43.22%,,10,,18,,40.95%,R,38.31%,R,0:53:33,,0:52:49,,743/2576,,622/2576,
1726,,3.58%,,3.99%,,12.52%,,3.51%,,19.71%,,6.54%,,-3.78%,,-4.80%,,10,,15,,32.10%,R,32.05%,R,11,,17,,41.51%,R,40.47%,R,0:39:46,,0:38:46,,1305/2576,,1818/2576,
2565,,7.02%,,3.03%,,56.01%,G,35.59%,G,80.87%,G,42.81%,G,14.68%,,3.16%,,167,G,223,G,30.78%,R,30.37%,R,27,G,42,G,32.80%,R,25.43%,R,0:38:17,,0:38:16,,170/2576,G,411/2576,G
2807,,13.73%,G,17.25%,G,69.40%,G,108.03%,G,63.04%,G,107.83%,G,38.43%,G,50.47%,G,30,,86,,52.67%,,38.45%,,2,R,5,,68.33%,,71.16%,,0:39:33,,0:39:13,,63/2576,G,67/2576,G
4682,,-1.02%,,-0.15%,,12.79%,,-2.35%,R,0.81%,,1.90%,,15.05%,,10.62%,,22,,34,,29.61%,R,25.29%,R,9,,14,,56.40%,,54.19%,,0:54:33,,0:50:35,,1618/2576,,2133/2576,R
5117,,0.32%,,0.54%,,14.85%,,13.52%,,20.73%,,24.64%,G,-4.08%,,-3.03%,,32,,42,,33.00%,R,33.63%,R,12,,17,,56.17%,,55.56%,,0:40:20,,0:42:24,,1154/2576,,1249/2576,
Total,B,4.26%,,4.42%,,25.65%,G,20.55%,G,32.35%,G,27.26%,G,8.78%,,7.66%,,1.55,G,1.27,,37.40%,R,34.31%,R,0.35,,0.3,,49.11%,R,46.83%,R,0:42:31,,0:42:15,,38/394,G,59/394,G
1981,,1.10%,,-0.72%,,17.13%,,9.02%,,21.87%,,16.40%,,36.49%,G,20.92%,G,4,R,4,R,40.32%,,34.93%,R,0,R,1,R,44.98%,,45.75%,,0:53:15,,0:53:47,,1302/2576,,1781/2576,
2799,,14.55%,G,13.16%,G,60.55%,G,37.62%,G,72.43%,G,44.70%,G,35.65%,G,31.69%,G,12,,25,,43.06%,,37.03%,R,0,R,0,R,2.24%,R,2.24%,R,0:29:36,G,0:27:40,G,173/2576,G,275/2576,G
2853,,-3.19%,R,-1.75%,,21.54%,,17.46%,,25.47%,G,23.40%,,1.84%,,4.69%,,5,R,5,R,40.90%,,38.71%,,9,,20,,27.90%,R,30.50%,R,0:50:15,,0:50:18,,1347/2576,,1393/2576,
Total,B,3.81%,,3.11%,,27.82%,G,18.19%,,31.61%,G,24.39%,G,25.94%,G,19.59%,G,0.23,R,0.19,R,41.41%,,36.67%,R,0.1,R,0.12,R,25.83%,R,27.56%,R,0:46:26,,0:46:17,,88/394,,137/394,
&nbsp;,B,2.18%,,1.81%,,12.21%,,9.33%,,13.99%,G,13.72%,,9.21%,,5.09%,,0.6,R,0.54,R,40.69%,R,38.45%,R,0.15,R,0.13,R,48.75%,R,49.02%,R,0:47:07,,0:46:50,,21/34,,25/34,
1705,,-4.96%,R,-3.67%,R,-3.00%,R,-0.89%,R,8.45%,,17.62%,,-16.41%,R,-8.32%,R,9,,17,,24.20%,R,24.27%,R,0,R,3,R,76.68%,,82.53%,,0:41:01,,0:37:22,,2294/2576,R,1964/2576,
1830,,6.32%,,2.56%,,34.76%,G,24.69%,G,57.73%,G,44.81%,G,5.04%,,-1.66%,,0,R,0,R,40.27%,,35.68%,R,0,R,2,R,103.98%,G,95.63%,G,0:31:43,G,0:30:43,G,247/2576,G,502/2576,G
2166,,-5.98%,R,-5.17%,R,19.92%,,15.64%,,7.42%,,4.55%,,9.82%,,1.69%,,63,G,116,G,56.73%,G,56.21%,G,15,G,21,,82.12%,,83.31%,,0:44:59,,0:48:36,,811/2576,,1199/2576,
2581,,-2.45%,,-1.31%,,11.91%,,18.07%,,27.76%,G,30.69%,G,-15.72%,R,-5.64%,,3,R,7,R,37.12%,R,37.97%,,1,R,1,R,33.08%,R,36.41%,R,0:38:04,,0:36:06,,1689/2576,,1294/2576,
2911,,-7.35%,R,-8.34%,R,-4.14%,R,-2.11%,R,2.36%,,7.12%,,-7.71%,,-10.75%,R,15,,20,,55.28%,,59.55%,G,4,,4,R,80.43%,,66.24%,,0:29:31,G,0:29:54,G,1896/2576,,1976/2576,
3332,,-6.45%,R,-2.19%,,-6.69%,R,1.37%,,8.38%,,14.30%,,-18.16%,R,-0.50%,,34,,64,,48.52%,,47.80%,,15,G,25,,104.61%,G,102.99%,G,0:38:14,,0:42:07,,1811/2576,,1396/2576,
5242,,2.28%,,-3.83%,R,15.46%,,7.30%,,4.07%,,-1.16%,R,18.41%,,4.64%,,22,,55,,41.96%,,46.38%,,18,G,44,G,95.19%,G,95.02%,G,0:54:51,,0:52:36,,1023/2576,,1600/2576,
Total,B,-2.98%,R,-3.24%,R,6.81%,,7.47%,,11.05%,,12.18%,,-5.23%,R,-2.66%,R,0.67,,0.66,,43.84%,,44.62%,,0.24,,0.24,,80.86%,,79.83%,,0:39:40,G,0:40:05,G,270/394,,248/394,
1673,,-0.28%,,-0.42%,,24.44%,,24.07%,,6.49%,,14.93%,,5.98%,,11.48%,,1,R,2,R,30.02%,R,28.49%,R,1,R,2,R,45.44%,,40.71%,R,0:26:55,G,0:27:33,G,1069/2576,,900/2576,
3280,,8.47%,G,1.50%,,34.03%,G,45.92%,G,42.54%,G,99.45%,G,8.14%,,9.29%,,2,R,2,R,30.93%,R,24.02%,R,1,R,1,R,13.33%,R,13.12%,R,0:44:06,,0:41:39,,771/2576,,804/2576,
3842,,6.56%,,0.68%,,73.59%,G,44.87%,G,40.69%,G,37.04%,G,21.34%,G,14.41%,,15,,23,,37.47%,R,30.84%,R,0,R,0,R,81.53%,,74.70%,,0:53:00,,0:48:46,,390/2576,G,629/2576,
Total,B,4.39%,,0.50%,,44.74%,G,37.29%,G,29.10%,G,43.62%,G,12.08%,G,11.91%,G,0.19,R,0.15,R,33.47%,R,28.42%,R,0.02,R,0.02,R,54.26%,,48.32%,R,0:42:32,,0:40:13,G,58/394,G,80/394,
1949,,0.12%,,-0.73%,,30.61%,G,20.49%,,10.71%,,5.65%,,2.23%,,6.05%,,4,R,17,,34.69%,R,33.29%,R,10,,18,,78.23%,,76.85%,,0:55:04,,0:51:23,,1092/2576,,1254/2576,
1966,,5.98%,,1.86%,,32.70%,G,22.56%,,5.19%,,11.97%,,46.96%,G,20.74%,G,14,,21,,26.33%,R,26.14%,R,14,,21,,68.68%,,61.10%,,1:04:16,R,0:58:52,R,825/2576,,1084/2576,
1973,,0.16%,,-3.03%,,22.22%,,13.14%,,11.40%,,4.65%,,-14.53%,R,-9.26%,R,35,,46,,37.18%,R,39.31%,,21,G,25,,106.34%,G,104.37%,G,0:42:34,,0:42:47,,805/2576,,1321/2576,
2159,,5.78%,,-0.93%,,17.69%,,11.53%,,3.96%,,4.73%,,-1.70%,,-10.82%,R,11,,14,,34.76%,R,35.33%,R,0,R,0,R,71.23%,,64.27%,,0:37:25,,0:36:38,,1179/2576,,1739/2576,
2164,,-3.84%,R,-8.33%,R,14.35%,,8.56%,,8.75%,,6.52%,,-0.57%,,-4.85%,,33,,47,,28.93%,R,26.42%,R,13,,25,,102.74%,G,95.39%,G,0:27:14,G,0:27:00,G,867/2576,,1369/2576,
2326,,-8.35%,R,-8.11%,R,-3.15%,R,2.20%,,-3.37%,R,4.81%,,-13.17%,R,-11.76%,R,9,,11,R,33.53%,R,33.56%,R,10,,15,,66.77%,,70.05%,,0:39:27,,0:42:10,,2311/2576,R,2186/2576,R
2405,,-2.48%,,-3.19%,,41.54%,G,69.27%,G,17.26%,,67.74%,G,113.91%,G,91.11%,G,3,R,6,R,34.36%,R,30.83%,R,1,R,1,R,77.25%,,78.75%,,1:02:12,R,1:00:17,R,956/2576,,764/2576,
2859,,-5.71%,R,-9.63%,R,11.05%,,7.61%,,27.98%,G,21.82%,,-10.24%,R,-9.46%,R,5,R,7,R,42.05%,,38.07%,,1,R,1,R,17.71%,R,16.52%,R,0:40:15,,0:38:15,,1784/2576,,2028/2576,
Total,B,-1.05%,R,-3.94%,R,17.90%,,15.21%,,7.95%,,11.24%,,6.38%,,1.75%,,0.46,,0.35,R,33.83%,R,32.93%,R,0.28,,0.22,,71.09%,,68.18%,,0:45:44,,0:44:11,,180/394,,219/394,
1909,,-2.34%,,-7.45%,R,2.77%,,6.87%,,23.36%,,18.67%,,-9.61%,R,-5.98%,,30,,50,,33.99%,R,38.72%,,2,R,11,,97.58%,G,96.17%,G,0:43:32,,0:41:11,,1670/2576,,1508/2576,
1993,,-3.73%,R,-8.25%,R,8.20%,,1.35%,,4.75%,,0.27%,R,2.48%,,-9.74%,R,5,R,9,R,38.98%,,34.69%,R,5,,5,,62.08%,,58.28%,,0:38:50,,0:41:14,,1712/2576,,2329/2576,R
2088,,1.02%,,-0.28%,,30.01%,G,31.83%,G,24.03%,,26.64%,G,2.24%,,6.14%,,16,,22,,30.28%,R,33.33%,R,2,R,3,R,89.63%,,88.14%,,0:42:41,,0:40:44,,671/2576,,576/2576,
2107,,0.46%,,-2.92%,,20.35%,,17.59%,,12.00%,,16.71%,,14.66%,,14.74%,,25,,39,,46.45%,,48.05%,,12,,16,,60.00%,,59.37%,,0:47:06,,0:49:38,,879/2576,,1064/2576,
2355,,-10.85%,R,-3.58%,R,-9.14%,R,-0.45%,R,-3.19%,R,1.51%,,-6.25%,,11.79%,,1,R,5,R,43.34%,,38.82%,,0,R,1,R,71.25%,,65.11%,,0:54:04,,0:53:06,,2526/2576,R,2286/2576,R
3607,,-0.46%,,-0.16%,,19.78%,,22.43%,,25.15%,G,22.78%,,-10.97%,R,-2.39%,,2,R,3,R,29.15%,R,32.01%,R,8,,13,,95.57%,G,91.10%,,0:32:48,G,0:31:52,G,843/2576,,696/2576,
Total,B,-2.49%,R,-4.25%,R,11.10%,,12.13%,,15.28%,,14.48%,,-1.49%,R,1.36%,,0.42,,0.36,R,37.37%,R,37.90%,R,0.16,,0.14,,78.98%,,75.97%,,0:41:29,,0:41:21,,232/394,,217/394,
2597,,1.26%,,-5.98%,R,-10.39%,R,-11.01%,R,-5.34%,R,-7.58%,R,22.85%,G,5.14%,,10,,14,,35.61%,R,34.43%,R,1,R,3,R,46.72%,,52.46%,,0:36:38,,0:34:20,G,2111/2576,R,2320/2576,R
2674,,4.73%,,2.82%,,11.56%,,13.91%,,14.14%,,12.27%,,1.71%,,9.70%,,57,G,119,G,43.70%,,41.30%,,16,G,33,G,98.02%,G,98.14%,G,0:39:02,,0:38:34,,726/2576,,574/2576,
3253,,9.13%,G,4.29%,,19.06%,,18.44%,,8.10%,,8.87%,,20.79%,G,16.84%,G,3,R,3,R,29.72%,R,26.69%,R,1,R,1,R,76.29%,,75.59%,,0:28:31,G,0:27:05,G,652/2576,,786/2576,
3281,,14.24%,G,10.06%,G,31.46%,G,31.68%,G,43.91%,G,33.26%,G,12.13%,,11.84%,,24,,32,,39.38%,,40.63%,,14,,15,,103.58%,G,100.53%,G,0:29:55,G,0:27:33,G,48/2576,G,62/2576,G
3429,,-9.56%,R,-10.35%,R,-3.05%,R,-8.58%,R,0.39%,,-10.50%,R,-10.56%,R,-9.21%,R,24,,33,,35.36%,R,30.91%,R,1,R,3,R,107.39%,G,100.45%,G,0:31:23,G,0:30:20,G,2002/2576,,2193/2576,R
3514,,5.17%,,0.63%,,7.29%,,8.04%,,8.63%,,9.66%,,-1.08%,,-13.37%,R,42,,116,G,54.70%,,48.42%,,0,R,6,,98.46%,G,98.04%,G,0:42:11,,0:40:46,,1163/2576,,1323/2576,
5445,,-13.35%,R,-13.40%,R,-16.76%,R,-17.70%,R,-22.55%,R,-15.21%,R,-21.15%,R,-22.18%,R,0,R,0,R,42.13%,,41.16%,,1,R,1,R,18.54%,R,13.34%,R,0:45:41,,0:47:38,,2567/2576,R,2571/2576,R
Total,B,2.11%,,-1.40%,R,8.73%,,8.22%,,10.57%,,8.33%,,3.40%,,-0.38%,,0.74,,0.75,,39.98%,,37.72%,R,0.16,,0.15,,83.27%,G,81.62%,G,0:35:04,G,0:34:01,G,176/394,,241/394,
1765,,2.93%,,0.52%,,19.76%,,16.09%,,7.89%,,1.70%,,4.88%,,0.66%,,26,,52,,27.20%,R,24.88%,R,11,,24,,81.59%,,79.63%,,0:27:31,G,0:29:19,G,624/2576,,994/2576,
1935,,-15.13%,R,-14.60%,R,-32.89%,R,-30.55%,R,-14.57%,R,-10.77%,R,-33.01%,R,-35.84%,R,9,,27,,20.52%,R,23.98%,R,7,,26,,67.75%,,63.41%,,0:31:09,G,0:29:08,G,2440/2576,R,2403/2576,R
2059,,4.15%,,-0.69%,,25.97%,G,16.80%,,31.27%,G,18.62%,,11.14%,,2.44%,,35,,37,,37.71%,R,35.73%,R,5,,7,,86.30%,,87.04%,,0:38:26,,0:38:20,,329/2576,G,930/2576,
2318,,3.24%,,-0.03%,,17.76%,,17.20%,,23.05%,,18.32%,,-4.35%,,-0.65%,,18,,30,,38.18%,R,33.72%,R,5,,17,,45.51%,,46.98%,,0:38:19,,0:33:09,G,1045/2576,,1029/2576,
2502,,3.01%,,-0.25%,,6.96%,,6.67%,,8.15%,,2.52%,,6.28%,,5.79%,,26,,28,,31.79%,R,33.13%,R,3,,3,R,32.29%,R,27.80%,R,0:28:03,G,0:28:55,G,1419/2576,,1721/2576,
2663,,11.57%,G,7.31%,G,9.84%,,8.21%,,4.09%,,2.37%,,-4.83%,,5.23%,,36,,74,,27.35%,R,22.88%,R,9,,16,,94.71%,G,94.24%,G,0:41:49,,0:39:26,,1134/2576,,1116/2576,
3228,,-8.58%,R,-7.37%,R,-13.11%,R,-9.51%,R,11.66%,,8.36%,,-18.05%,R,-17.79%,R,7,,12,R,30.31%,R,29.07%,R,2,R,4,R,74.91%,,69.63%,,0:44:54,,0:45:17,,2418/2576,R,2461/2576,R
5241,,20.58%,G,11.98%,G,49.72%,G,41.50%,G,35.91%,G,36.41%,G,51.71%,G,25.58%,G,35,,47,,38.84%,,40.71%,,2,R,3,R,66.96%,,55.33%,,0:36:45,,0:35:25,G,86/2576,G,166/2576,G
Total,B,2.28%,,-0.66%,,10.22%,,8.59%,,12.18%,,8.01%,,0.12%,,-1.75%,R,0.77,,0.64,,33.18%,R,32.09%,R,0.18,,0.21,,63.91%,,60.69%,,0:34:49,G,0:33:25,G,200/394,,278/394,
1674,,8.54%,G,3.99%,,28.31%,G,24.89%,G,30.19%,G,21.09%,,15.70%,,14.91%,,83,G,128,G,32.76%,R,32.58%,R,1,R,27,,27.33%,R,29.80%,R,0:39:22,,0:38:12,,490/2576,G,460/2576,G
2233,,4.50%,,8.69%,G,26.02%,G,20.07%,,26.04%,G,24.63%,G,17.43%,,15.44%,,11,,18,,26.76%,R,29.22%,R,16,G,26,,57.18%,,51.99%,,0:52:30,,0:52:05,,739/2576,,829/2576,
2357,,-1.52%,,4.31%,,-6.55%,R,-1.60%,R,4.89%,,16.00%,,9.30%,,9.84%,,0,R,0,R,27.98%,R,27.74%,R,0,R,0,R,16.76%,R,20.48%,R,1:31:42,R,1:27:48,R,2548/2576,R,2343/2576,R
2551,,1.45%,,-1.66%,,8.32%,,-3.87%,R,22.09%,,11.11%,,-5.99%,,-10.33%,R,0,R,1,R,30.76%,R,32.40%,R,1,R,2,R,49.82%,,52.03%,,0:42:47,,0:38:55,,1766/2576,,2295/2576,R
2756,,7.12%,,3.88%,,30.59%,G,17.34%,,53.88%,G,39.14%,G,13.94%,,9.64%,,27,,30,,28.13%,R,29.27%,R,6,,6,,20.63%,R,24.44%,R,0:56:04,,1:01:45,R,755/2576,,1318/2576,
Total,B,3.69%,,4.08%,,17.81%,,12.70%,,26.39%,G,21.24%,G,10.75%,,9.06%,,0.78,,0.59,,29.52%,R,30.30%,R,0.15,,0.2,,33.69%,R,34.68%,R,0:53:02,,0:52:19,,165/394,,208/394,
2194,,9.72%,G,4.62%,,11.62%,,10.15%,,9.60%,,14.32%,,22.33%,G,12.46%,,1,R,1,R,30.27%,R,27.95%,R,9,,13,,27.27%,R,26.19%,R,1:38:37,R,1:37:07,R,1686/2576,,1852/2576,
5129,,3.15%,,4.26%,,25.37%,,23.47%,,26.68%,G,29.70%,G,4.71%,,6.27%,,15,,19,,30.53%,R,23.62%,R,2,R,2,R,85.73%,,76.45%,,0:44:14,,0:45:13,,688/2576,,794/2576,
Total,B,6.51%,G,4.45%,,16.71%,,15.00%,,18.40%,,22.23%,G,16.02%,G,10.26%,,0.26,R,0.17,R,30.34%,R,26.68%,R,0.18,,0.13,R,44.01%,R,40.94%,R,1:06:01,R,1:06:31,R,185/394,,225/394,
1406,,15.35%,G,16.14%,G,43.46%,G,26.96%,G,88.41%,G,42.75%,G,14.82%,,14.31%,,1,R,3,R,38.58%,,30.40%,R,6,,9,,83.72%,,83.65%,,1:21:54,R,1:18:23,R,523/2576,,735/2576,
2437,,-4.99%,R,-3.43%,R,9.13%,,9.57%,,7.98%,,18.89%,,13.99%,,8.78%,,0,R,0,R,34.29%,R,34.05%,R,0,R,0,R,51.83%,,56.19%,,0:50:40,,0:48:23,,1998/2576,,1798/2576,
3344,,2.20%,,2.43%,,-9.49%,R,-8.26%,R,-10.64%,R,-8.24%,R,9.40%,,3.41%,,12,,27,,25.24%,R,24.98%,R,6,,17,,69.63%,,70.46%,,1:05:24,R,1:04:23,R,2380/2576,R,2353/2576,R
5105,,-3.93%,R,-5.06%,R,-1.69%,R,-1.34%,R,9.86%,,9.99%,,-3.40%,,-1.68%,,2,R,2,R,35.21%,R,31.93%,R,4,,4,R,42.34%,,42.34%,,0:55:11,,0:52:06,,2415/2576,R,2437/2576,R
6952,,1.62%,,-1.68%,,20.14%,,21.24%,,37.67%,G,38.71%,G,1.79%,,0.00%,,9,,24,,25.39%,R,24.13%,R,4,,5,,65.20%,,62.33%,,0:39:40,,0:38:20,,901/2576,,972/2576,
Total,B,1.47%,,1.38%,,8.32%,,6.55%,,20.24%,G,17.29%,,6.38%,,4.31%,,0.15,R,0.19,R,32.68%,R,29.74%,R,0.13,,0.12,R,61.26%,,61.58%,,1:01:30,R,0:58:59,R,312/394,,336/394,R
1904,,6.57%,,7.26%,G,18.71%,,21.54%,,59.29%,G,38.17%,G,24.12%,G,35.00%,G,20,,27,,35.12%,R,37.35%,R,10,,15,,19.06%,R,17.99%,R,1:15:13,R,1:07:09,R,1093/2576,,934/2576,
2038,,1.94%,,3.65%,,-0.37%,R,-1.53%,R,9.61%,,14.91%,,5.38%,,5.26%,,73,G,109,G,30.39%,R,31.98%,R,15,G,20,,64.02%,,68.57%,,1:04:49,R,1:04:09,R,1990/2576,,1865/2576,
Total,B,3.54%,,4.92%,G,6.42%,,6.52%,,27.70%,G,23.94%,G,10.66%,,13.54%,G,1.5,G,1.13,,32.09%,R,33.97%,R,0.4,,0.29,,47.81%,R,49.80%,R,1:09:41,R,1:05:28,R,278/394,,255/394,
1544,,-2.77%,,-2.87%,,31.32%,G,29.65%,G,16.82%,,13.74%,,13.98%,,10.32%,,19,,42,,31.39%,R,29.40%,R,19,G,38,G,44.51%,,51.53%,,0:46:36,,0:45:57,,864/2576,,894/2576,
2027,,7.79%,,4.97%,,36.57%,G,37.19%,G,22.20%,,22.21%,,20.57%,G,15.98%,,173,G,374,G,43.94%,,39.43%,,66,G,146,G,54.34%,,52.52%,,0:40:19,,0:42:44,,175/2576,G,260/2576,G
2083,,6.20%,,3.15%,,0.28%,,1.15%,,12.57%,,8.65%,,15.80%,,7.08%,,41,,59,,36.31%,R,35.62%,R,7,,16,,104.03%,G,99.51%,G,0:45:37,,0:42:18,,1255/2576,,1374/2576,
2474,,8.72%,G,4.61%,,16.74%,,17.73%,,19.90%,,17.68%,,10.30%,,11.48%,,68,G,169,G,53.45%,,52.62%,,33,G,89,G,102.12%,G,103.86%,G,0:40:24,,0:38:18,,259/2576,G,223/2576,G
2809,,-7.47%,R,-9.24%,R,19.98%,,6.36%,,29.71%,G,11.61%,,1.84%,,-6.69%,,18,,36,,38.06%,R,34.66%,R,9,,15,,54.48%,,47.02%,,0:41:55,,0:38:18,,1095/2576,,1871/2576,
2894,,-2.51%,,-4.60%,R,11.62%,,8.12%,,11.36%,,4.82%,,6.18%,,-7.65%,R,21,,55,,41.34%,,41.16%,,34,G,48,G,115.90%,G,113.45%,G,0:43:27,,0:41:59,,1004/2576,,1442/2576,
3215,,11.60%,G,6.43%,G,39.03%,G,38.66%,G,27.41%,G,26.91%,G,25.89%,G,21.17%,G,98,G,170,G,55.07%,,56.23%,G,46,G,103,G,100.56%,G,99.02%,G,0:37:41,,0:36:25,,14/2576,G,20/2576,G
4372,,7.11%,,-1.24%,,15.62%,,9.15%,,13.25%,,4.00%,,22.26%,G,1.75%,,2,R,8,R,40.73%,,36.86%,R,3,,5,,98.18%,G,102.65%,G,0:28:41,G,0:27:32,G,499/2576,G,1297/2576,
Total,B,3.51%,,0.54%,,21.59%,G,19.39%,,19.09%,G,14.76%,,14.60%,G,8.03%,,1.77,G,1.9,G,42.03%,,40.32%,,0.88,G,0.96,G,77.75%,,77.48%,,0:40:57,G,0:39:45,G,14/394,G,37/394,G
&nbsp;,B,1.58%,,-0.23%,R,13.89%,,12.28%,,15.67%,G,14.27%,G,6.48%,,4.37%,,0.74,,0.69,,35.78%,R,34.56%,R,0.28,,0.28,,65.10%,,63.54%,,0:45:44,,0:44:39,,Jul-34,,17/34,
&nbsp;,B,1.48%,,0.58%,R,11.46%,,9.04%,,12.21%,G,11.99%,G,7.73%,G,5.71%,,0.63,R,0.59,R,39.27%,R,37.87%,R,0.2,R,0.19,R,58.88%,R,57.95%,R,0:45:45,,0:45:08,,5-Mar,,5-Apr,
1315,,-1.81%,,-0.98%,,-4.46%,R,-1.64%,R,-15.99%,R,-13.61%,R,22.42%,G,23.46%,G,23,,46,,55.92%,G,50.48%,,3,,4,R,106.58%,G,102.89%,G,0:54:23,,0:51:00,,1893/2576,,1792/2576,
1412,,-6.55%,R,1.25%,,6.42%,,10.90%,,4.17%,,7.31%,,-2.05%,,17.53%,G,29,,45,,40.53%,,47.24%,,4,,5,,35.22%,R,41.38%,,0:50:46,,0:50:34,,2134/2576,R,1469/2576,
1456,,14.71%,G,12.11%,G,9.89%,,9.09%,,10.39%,,3.52%,,22.92%,G,36.57%,G,32,,59,,47.04%,,45.63%,,9,,19,,102.44%,G,102.14%,G,0:40:32,,0:44:23,,550/2576,,772/2576,
1457,,1.97%,,-3.76%,R,-0.20%,R,0.76%,,-2.63%,R,6.73%,,-5.71%,,-0.92%,,15,,23,,48.71%,,50.47%,,9,,17,,55.82%,,53.06%,,0:39:42,,0:42:50,,1915/2576,,1955/2576,
1461,,1.54%,,-2.18%,,0.48%,,7.54%,,7.30%,,7.06%,,-14.41%,R,-8.08%,R,9,,22,,44.82%,,44.42%,,7,,19,,101.59%,G,98.61%,G,0:36:06,,0:34:26,G,1602/2576,,1373/2576,
3778,,5.20%,,-3.62%,R,26.84%,G,16.59%,,7.51%,,3.78%,,19.42%,,6.21%,,26,,42,,44.05%,,42.06%,,22,G,42,G,111.51%,G,112.84%,G,0:38:32,,0:37:56,,231/2576,G,859/2576,
4653,,-2.20%,,-5.07%,R,-7.05%,R,-7.19%,R,-18.43%,R,-13.16%,R,16.48%,,2.97%,,88,G,97,G,62.07%,G,57.26%,G,17,G,19,,62.07%,,68.99%,,0:57:29,,0:52:10,,2084/2576,R,2187/2576,R
Total,B,1.33%,,-1.03%,,4.51%,R,5.31%,R,-2.90%,R,-1.73%,R,4.52%,,7.30%,,1.02,,0.8,,48.27%,,47.45%,,0.33,,0.3,,84.28%,G,85.11%,G,0:45:53,,0:45:08,,282/394,,279/394,
1485,,-6.26%,R,-6.97%,R,-8.08%,R,-4.47%,R,-12.21%,R,-1.31%,R,-23.54%,R,-12.41%,R,33,,81,,50.99%,,47.02%,,4,,18,,103.22%,G,105.83%,G,0:42:10,,0:44:53,,2179/2576,R,2044/2576,
1778,,2.19%,,-0.86%,,23.40%,,21.94%,,31.25%,G,22.54%,,-7.00%,,0.68%,,49,G,108,G,51.43%,,61.49%,G,11,,19,,86.09%,,84.80%,,0:27:19,G,0:27:51,G,308/2576,G,310/2576,G
1956,,7.48%,,4.09%,,24.30%,,14.74%,,7.39%,,1.12%,,28.88%,G,25.04%,G,24,,47,,41.13%,,41.32%,,1,R,3,R,96.34%,G,98.31%,G,0:53:06,,0:49:23,,662/2576,,1024/2576,
2084,,19.51%,G,20.03%,G,34.53%,G,40.36%,G,12.38%,,18.14%,,23.75%,G,28.86%,G,99,G,268,G,59.10%,G,57.93%,G,3,,17,,95.96%,G,89.78%,,0:39:19,,0:37:17,,75/2576,G,29/2576,G
2608,,-9.81%,R,-11.41%,R,-17.19%,R,-3.10%,R,1.19%,,4.17%,,-40.35%,R,-31.06%,R,12,,25,,41.13%,,49.61%,,6,,14,,113.71%,G,83.20%,,0:23:47,G,0:22:43,G,2081/2576,R,1923/2576,
