Store,City,ST,Region,Ops Manager,Tire Capacity,Total Inventory,Ttl Replen. Inventory,Tires on Demand ,Non Mod Tires,L52 Avg Units,Last Week Units,4 Tire Instock,Total Valid,Total Traited,,
4295,ALEXANDRIA,LA,13,MONICA REED,1320,950,834,9,105, 92 , 91 ,87.7%,142,153,,
4298,HUMBLE,TX,6,MONICA REED,1320,753,714,23,14, 157 , 167 ,72.3%,151,161,,
4299,LUBBOCK,TX,46,MONICA REED,1320,958,844,30,82, 78 , 77 ,87.3%,149,158,,
4318,MILLBROOK,AL,14,NATHAN STINES,1320,651,617,6,26, 155 , 126 ,60.0%,159,167,,
4321,WICHITA,KS,44,MONICA REED,1320,930,803,37,88, 84 , 97 ,86.5%,160,167,,
4323,KANKAKEE,IL,25,JEFF KENNEDY,1320,826,780,19,25, 77 , 71 ,82.9%,156,157,,
4325,YUMA,AZ,57,GEORGE WHEATLEY,1320,921,873,15,31, 189 , 114 ,78.1%,161,169,,
4330,CHELSEA,AL,14,NATHAN STINES,1320,631,548,45,36, 97 , 108 ,60.0%,153,160,,
4332,ORLANDO,FL,9,NATHAN STINES,780,754,587,85,80, 79 , 60 ,85.0%,109,111,,
4333,FAIRHOPE,AL,14,NATHAN STINES,1000,768,618,39,109, 122 , 111 ,74.4%,143,151,,
4335,FALCON,CO,47,GEORGE WHEATLEY,1320,1071,861,87,121, 98 , 93 ,83.6%,156,164,,
4340,HESPERIA,CA,57,GEORGE WHEATLEY,498,390,306,42,40, 60 , 50 ,73.4%,66,69,,
4341,TRUTH OR CONSEQUENCES,NM,46,MONICA REED,915,695,606,18,69, 57 , 41 ,92.6%,116,124,,
4356,LAS VEGAS,NV,57,GEORGE WHEATLEY,1320,1147,980,50,115, 161 , 94 ,95.1%,150,160,,
4365,ORLANDO,FL,9,NATHAN STINES,1000,749,659,27,61, 108 , 103 ,76.2%,128,135,,
4368,OCALA,FL,3,NATHAN STINES,400,476,370,53,51, 99 , 67 ,84.4%,68,69,,
4372,KINGWOOD,WV,75,RON SHEPPARD,1200,850,728,49,71, 80 , 59 ,88.4%,136,139,,
4374,LITCHFIELD,MN,52,GEORGE WHEATLEY,1000,808,747,6,53, 78 , 62 ,88.0%,134,142,,
4381,BRANSON,MO,40,JEFF KENNEDY,1320,994,872,39,81, 152 , 130 ,82.4%,163,167,,
4384,MOUNT PLEASANT,SC,4,RON SHEPPARD,1320,641,529,28,82, 63 , 55 ,52.9%,151,157,,
4387,WORCESTER,MA,16,RON SHEPPARD,915,852,755,21,74, 221 , 198 ,89.4%,117,125,,
4389,WOODSVILLE,NH,16,RON SHEPPARD,1320,1027,905,33,87, 112 , 99 ,91.2%,152,157,,
4399,ELKHART,IN,21,JEFF KENNEDY,1320,1008,886,17,103, 89 , 62 ,90.6%,150,155,,
4405,AURORA,IL,25,JEFF KENNEDY,915,745,653,39,51, 83 , 61 ,91.3%,122,126,,
4407,MONTGOMERY,AL,14,NATHAN STINES,1320,763,643,54,64, 115 , 121 ,66.7%,156,164,,
4409,ROCKMART,GA,2,NATHAN STINES,1320,716,658,36,20, 74 , 52 ,72.7%,155,159,,
4410,GRANITE FALLS,NC,4,RON SHEPPARD,915,847,735,34,76, 77 , 54 ,89.7%,127,132,,
4414,SMITHVILLE,TN,41,JEFF KENNEDY,1120,718,669,23,24, 73 , 68 ,80.7%,134,138,,
4417,CAMBY,IN,25,JEFF KENNEDY,1320,1117,996,36,83, 67 , 53 ,83.8%,148,152,,
4420,LEESVILLE,SC,4,RON SHEPPARD,1320,997,904,10,81, 100 , 58 ,78.2%,155,164,,
4424,WARREN,MI,19,JEFF KENNEDY,400,540,422,38,78, 134 , 130 ,86.2%,67,69,,
4435,NASHVILLE,TN,12,NATHAN STINES,616,737,564,70,101, 100 , 107 ,76.0%,100,107,,
4436,ALPHARETTA,GA,2,NATHAN STINES,855,810,633,112,63, 50 , 36 ,76.4%,119,120,,
4438,SARATOGA SPRINGS,UT,54,GEORGE WHEATLEY,1000,694,578,30,84, 80 , 59 ,71.7%,128,134,,
4450,MIDDLETOWN,KY,41,JEFF KENNEDY,1320,1009,842,56,109, 68 , 66 ,86.2%,159,163,,
4451,QUEEN CREEK,AZ,46,MONICA REED,1320,715,671,22,20, 115 , 133 ,72.1%,146,155,,
4460,NORTH LITTLE ROCK,AR,42,NATHAN STINES,1320,932,809,33,88, 100 , 106 ,78.4%,158,166,,
4475,OLATHE,KS,40,JEFF KENNEDY,1320,1015,888,25,100, 119 , 121 ,87.6%,166,171,,
4483,WHITE HOUSE,TN,12,NATHAN STINES,1320,864,776,37,49, 141 , 154 ,75.8%,156,168,,
4487,AIKEN,SC,2,NATHAN STINES,1320,723,616,7,98, 108 , 75 ,67.7%,147,153,,
4497,HUEYTOWN,AL,14,NATHAN STINES,1320,754,691,20,41, 100 , 107 ,72.3%,147,157,,
4503,GRAND PRAIRIE,TX,5,MONICA REED,662,659,537,47,73, 91 , 107 ,88.4%,99,105,,
4506,COLUMBIA,SC,4,RON SHEPPARD,1320,768,603,43,120, 97 , 92 ,66.7%,156,160,,
4508,PENITAS,TX,6,MONICA REED,1000,731,579,57,93, 106 , 86 ,74.0%,133,142,,
4511,SILVIS,IL,25,JEFF KENNEDY,1320,1063,952,50,59, 120 , 116 ,93.3%,157,165,,
4512,KATY,TX,6,MONICA REED,1000,867,735,36,94, 86 , 81 ,88.6%,134,139,,
4521,LEXINGTON,SC,4,RON SHEPPARD,1320,832,659,47,124, 127 , 80 ,65.3%,157,168,,
4531,ROMEOVILLE,IL,25,JEFF KENNEDY,915,750,708,30,10, 58 , 27 ,92.3%,121,125,,
4533,OAKLAND,TN,12,NATHAN STINES,1320,801,755,17,27, 86 , 89 ,79.5%,160,165,,
4538,KATY,TX,6,MONICA REED,1320,878,810,19,47, 128 , 130 ,80.4%,153,164,,
4540,FOWLERVILLE,MI,19,JEFF KENNEDY,915,772,663,43,64, 78 , 91 ,84.7%,132,137,,
4553,KANSAS CITY,MO,40,JEFF KENNEDY,1200,803,711,56,34, 172 , 171 ,70.9%,155,162,,
4590,LEES SUMMIT,MO,40,JEFF KENNEDY,855,715,663,25,25, 93 , 92 ,80.5%,121,130,,
4601,LAS CRUCES,NM,46,MONICA REED,780,668,581,37,48, 65 , 76 ,85.4%,104,106,,
4615,GLENPOOL,OK,44,MONICA REED,1320,991,842,58,89, 80 , 69 ,87.3%,153,162,,
4616,CLEVELAND,GA,2,NATHAN STINES,1000,675,571,57,45, 111 , 74 ,66.7%,140,146,,
4631,HAMMOND,IN,19,JEFF KENNEDY,855,892,705,123,62, 98 , 88 ,83.2%,121,124,,
4635,CLINTON,TN,2,NATHAN STINES,1320,946,837,81,26, 138 , 108 ,82.3%,159,166,,
4643,BADEN,PA,20,JEFF KENNEDY,400,596,383,102,109, 57 , 30 ,89.1%,67,68,,
4653,CHEYENNE,WY,54,GEORGE WHEATLEY,855,777,659,25,91, 46 , 42 ,89.1%,118,122,,
4678,HURRICANE,UT,46,MONICA REED,855,792,690,28,72, 133 , 116 ,88.7%,121,126,,
4682,GORDONSVILLE,VA,75,RON SHEPPARD,662,740,644,22,72, 111 , 89 ,88.4%,101,103,,
4696,HEBER CITY,UT,54,GEORGE WHEATLEY,616,573,481,28,62, 39 , 25 ,84.5%,88,90,,
4734,ARVADA,CO,47,GEORGE WHEATLEY,1000,879,709,64,104, 61 , 65 ,88.2%,125,133,,
4849,MOUNTAIN IRON,MN,52,GEORGE WHEATLEY,616,642,535,61,44, 94 , 102 ,82.7%,100,103,,
4865,SIOUX FALLS,SD,54,GEORGE WHEATLEY,616,619,560,19,38, 94 , 94 ,88.8%,98,104,,
5025,FORT WAYNE,IN,21,JEFF KENNEDY,1320,770,703,33,32, 81 , 67 ,78.7%,146,152,,
5028,TOLEDO,OH,19,JEFF KENNEDY,855,607,510,34,61, 34 , -   ,93.1%,93,93,,
5029,OREGON,OH,19,JEFF KENNEDY,780,638,549,27,60, 39 , 38 ,90.6%,101,104,,
5030,TOLEDO,OH,19,JEFF KENNEDY,915,718,628,25,63, 57 , 41 ,87.2%,123,126,,
5031,TUCSON,AZ,46,MONICA REED,1320,990,888,15,85, 106 , 94 ,86.2%,154,164,,
5032,BUENA PARK,CA,57,GEORGE WHEATLEY,1320,1009,863,47,97, 105 , 89 ,87.2%,145,150,,
5033,FORT MORGAN,CO,54,GEORGE WHEATLEY,1320,1020,913,19,86, 90 , 76 ,91.4%,148,155,,
5034,FORT MYERS,FL,9,NATHAN STINES,780,748,619,73,54, 186 , 197 ,71.4%,129,131,,
5035,MULBERRY,FL,9,NATHAN STINES,1200,884,807,39,36, 150 , 113 ,80.6%,150,157,,
5036,TAMPA,FL,9,NATHAN STINES,1120,1065,938,37,88, 281 , 236 ,79.3%,157,160,,
5037,YULEE,FL,3,NATHAN STINES,1200,945,758,81,104, 105 , 104 ,77.5%,153,159,,
5038,PLAINFIELD,IL,25,JEFF KENNEDY,855,694,641,28,23, 41 , 15 ,98.0%,104,106,,
5039,CAMDEN,DE,75,RON SHEPPARD,1200,1038,854,101,81, 121 , 116 ,85.8%,155,159,,
5041,BONNEY LAKE,WA,60,GEORGE WHEATLEY,855,540,493,25,20, 46 , 31 ,73.5%,106,107,,
5045,TOMBALL,TX,6,MONICA REED,1320,890,801,30,57, 100 , 111 ,88.8%,142,148,,
5046,CLAYTON,NC,26,RON SHEPPARD,1320,1056,877,62,115, 108 , 87 ,87.2%,157,167,,
5048,NEW HUDSON,MI,19,JEFF KENNEDY,616,597,517,27,51, 51 , 18 ,93.3%,89,92,,
5049,LITTLETON,CO,47,GEORGE WHEATLEY,1120,987,781,97,107, 59 , 52 ,85.9%,142,144,,
5051,GREELEY,CO,54,GEORGE WHEATLEY,915,788,675,36,75, 78 , 76 ,85.1%,129,133,,
5054,JACKSONVILLE,FL,3,NATHAN STINES,1120,1044,899,63,80, 128 , 118 ,89.0%,144,151,,
5055,NAPLES,FL,9,NATHAN STINES,1120,830,742,37,49, 111 , 91 ,82.0%,143,148,,
5056,PRAIRIEVILLE,LA,13,MONICA REED,1320,1291,1171,32,86, 70 , 66 ,91.3%,147,153,,
5057,MURFREESBORO,TN,12,NATHAN STINES,1320,808,760,15,31, 79 , 80 ,81.4%,152,162,,
5058,ANTIOCH,TN,12,NATHAN STINES,780,696,633,23,38, 111 , 73 ,83.8%,114,118,,
5060,ALGONQUIN,IL,25,JEFF KENNEDY,1320,838,773,30,33, 68 , 67 ,89.3%,141,149,,
5063,CHARLOTTE,NC,26,RON SHEPPARD,1320,1106,963,45,96, 88 , 96 ,84.1%,152,158,,
5064,KALAMAZOO,MI,19,JEFF KENNEDY,855,672,576,30,64, 43 , 12 ,94.6%,103,104,,
5065,KALAMAZOO,MI,19,JEFF KENNEDY,855,842,737,9,94, 26 , 3 ,95.4%,120,120,,
5066,AVON,OH,20,JEFF KENNEDY,700,577,523,22,30, 71 , 73 ,79.0%,103,105,,
5070,LAS VEGAS,NV,57,GEORGE WHEATLEY,855,784,699,24,59, 87 , 87 ,91.2%,122,125,,
5071,LAWTON,OK,44,MONICA REED,1000,845,775,13,55, 94 , 79 ,85.4%,140,146,,
5072,TORRANCE,CA,57,GEORGE WHEATLEY,1320,1190,1016,62,110, 165 , 135 ,91.4%,154,160,,
5076,BREWER,ME,16,RON SHEPPARD,1320,1067,945,34,86, 177 , 155 ,86.4%,158,166,,
5078,YAKIMA,WA,60,GEORGE WHEATLEY,1320,995,907,16,70, 100 , 85 ,88.1%,156,161,,
5080,HURST,TX,5,MONICA REED,855,687,620,24,41, 69 , 67 ,84.1%,115,118,,
5082,PARMA,OH,20,JEFF KENNEDY,1000,882,782,32,66, 106 , 84 ,91.8%,133,138,,
5085,BELMONT,NC,4,RON SHEPPARD,1320,779,674,60,43, 130 , 87 ,55.5%,158,165,,
5087,NORTH MYRTLE BEACH,SC,4,RON SHEPPARD,1320,761,658,48,53, 132 , 146 ,63.9%,159,168,,
5088,TRIADELPHIA,WV,20,JEFF KENNEDY,1320,994,790,93,109, 87 , 95 ,85.9%,152,161,,
5090,DE PERE,WI,53,JEFF KENNEDY,1320,1005,879,19,105, 99 , 82 ,87.1%,152,156,,
5091,CYPRESS,TX,6,MONICA REED,662,629,491,29,107, 78 , 83 ,86.7%,97,103,,
5092,LEWISVILLE,TX,5,MONICA REED,780,703,612,16,73, 72 , 67 ,87.3%,105,110,,
5097,SAGINAW,MI,19,JEFF KENNEDY,855,679,605,17,55, 49 , 49 ,90.0%,116,119,,
5099,GRAND JUNCTION,CO,54,GEORGE WHEATLEY,1320,974,867,9,96, 103 , 88 ,86.3%,157,164,,
5101,PAHRUMP,NV,57,GEORGE WHEATLEY,1320,843,784,16,41, 139 , 134 ,78.1%,149,162,,
5104,MORAINE,OH,21,JEFF KENNEDY,915,851,718,50,81, 70 , 48 ,89.1%,127,132,,
5105,FRONT ROYAL,VA,75,RON SHEPPARD,1320,1183,1009,86,86, 183 , 188 ,85.3%,165,169,,
5113,PELL CITY,AL,14,NATHAN STINES,1120,650,558,46,44, 112 , 83 ,63.0%,145,155,,
5115,DAVENPORT,IA,52,GEORGE WHEATLEY,1320,982,880,55,45, 102 , 69 ,93.0%,151,159,,
5116,LA PORTE,TX,6,MONICA REED,1320,915,745,32,136, 77 , 107 ,82.8%,144,152,,
5117,WAYNESBORO,VA,75,RON SHEPPARD,1320,944,838,13,91, 112 , 108 ,90.2%,155,160,,
5118,RALEIGH,NC,26,RON SHEPPARD,915,1092,870,82,138, 87 , 65 ,90.9%,129,133,,
5123,COLORADO SPRINGS,CO,47,GEORGE WHEATLEY,1320,982,854,42,84, 114 , 117 ,88.1%,162,170,,
5124,GLENDALE,AZ,46,MONICA REED,1320,723,649,47,25, 88 , 112 ,70.4%,150,152,,
5126,CENTRE,AL,14,NATHAN STINES,616,410,377,8,23, 55 , 55 ,65.9%,92,94,,
5127,LA CROSSE,WI,53,JEFF KENNEDY,1320,1004,890,39,73, 99 , 91 ,90.9%,157,162,,
5129,LANDOVER HILLS,MD,75,RON SHEPPARD,1120,1259,1137,16,104, 206 , 212 ,94.4%,135,139,,
5130,PHILADELPHIA,PA,22,RON SHEPPARD,915,866,792,16,56, 204 , 203 ,84.0%,123,126,,
5131,BENSALEM,PA,22,RON SHEPPARD,1320,1100,912,86,100, 145 , 114 ,89.7%,158,163,,
5133,ANDERSON,CA,56,GEORGE WHEATLEY,1320,1025,932,22,69, 74 , 61 ,91.7%,159,162,,
5134,BAKERSFIELD,CA,57,GEORGE WHEATLEY,1320,1433,1254,86,91, 161 , 148 ,90.1%,150,157,,
5136,MARYSVILLE,CA,56,GEORGE WHEATLEY,1120,890,790,28,70, 80 , 48 ,88.5%,143,145,,
5137,AURORA,CO,47,GEORGE WHEATLEY,855,722,621,38,61, 56 , 33 ,91.2%,119,120,,
5139,DIXON,CA,56,GEORGE WHEATLEY,855,765,690,28,45, 42 , 25 ,93.2%,113,115,,
5141,OMAHA,NE,47,GEORGE WHEATLEY,1320,821,723,12,84, 74 , 80 ,83.5%,152,157,,
5144,CONVERSE,TX,6,MONICA REED,855,550,467,22,59, 62 , 49 ,74.2%,107,111,,
5145,SAN ANTONIO,TX,6,MONICA REED,855,583,520,26,35, 127 , 133 ,66.4%,128,128,,
5146,SAN ANTONIO,TX,6,MONICA REED,855,598,517,25,54, 41 , 64 ,81.4%,108,109,,
5147,DALLAS,TX,5,MONICA REED,1200,999,905,23,69, 114 , 111 ,84.4%,152,154,,
5150,MAPLEWOOD,MO,40,JEFF KENNEDY,915,1069,755,151,161, 137 , 162 ,81.7%,128,136,,
5151,ROME,GA,2,NATHAN STINES,1320,707,598,35,72, 51 , 44 ,75.6%,140,146,,
5155,LAS CRUCES,NM,46,MONICA REED,1320,872,779,17,74, 88 , 77 ,84.1%,151,157,,
5156,BEAUMONT,CA,57,GEORGE WHEATLEY,1320,953,837,11,103, 101 , 107 ,88.4%,152,162,,
5157,MORTON,IL,25,JEFF KENNEDY,855,707,636,14,55, 61 , 46 ,88.8%,115,119,,
5159,WEST BRANCH,MI,19,JEFF KENNEDY,1200,967,838,20,107, 74 , 62 ,87.9%,147,156,,
5165,ALAMO,TX,6,MONICA REED,1320,718,652,18,46, 141 , 97 ,69.8%,150,160,,
5166,DEMING,NM,46,MONICA REED,1320,886,797,13,74, 118 , 85 ,81.5%,161,170,,
5167,PAYSON,UT,54,GEORGE WHEATLEY,1320,898,806,22,68, 85 , 94 ,84.8%,154,161,,
5168,RICHFIELD,UT,46,MONICA REED,1200,954,787,92,73, 84 , 73 ,83.8%,149,152,,
5172,PERRY,FL,3,NATHAN STINES,1320,940,800,39,99, 78 , 79 ,85.6%,151,155,,
5173,DALTON,GA,2,NATHAN STINES,1320,723,647,30,44, 89 , 98 ,69.9%,157,161,,
5174,SEMMES,AL,14,NATHAN STINES,1000,829,749,50,28, 121 , 102 ,76.0%,143,146,,
5175,ALGOOD,TN,41,JEFF KENNEDY,1320,932,789,55,86, 119 , 60 ,81.8%,157,162,,
5184,CANAL WINCHESTER,OH,21,JEFF KENNEDY,855,743,630,56,55, 50 , 75 ,85.1%,118,121,,
5185,COLUMBUS,OH,21,JEFF KENNEDY,915,712,617,32,61, 81 , 65 ,87.7%,120,124,,
5186,GILBERT,AZ,46,MONICA REED,855,598,556,17,23, 58 , 41 ,81.0%,109,114,,
5189,PHOENIX,AZ,46,MONICA REED,855,717,594,72,49, 87 , 46 ,85.6%,113,119,,
5190,PHOENIX,AZ,46,MONICA REED,915,696,656,15,23, 75 , 66 ,71.9%,122,126,,
5191,FORNEY,TX,5,MONICA REED,915,803,733,40,28, 63 , 39 ,89.4%,130,134,,
5192,SACRAMENTO,CA,56,GEORGE WHEATLEY,915,811,710,34,65, 72 , 77 ,88.3%,132,133,,
5193,MORENO VALLEY,CA,57,GEORGE WHEATLEY,780,781,710,27,42, 136 , 112 ,88.5%,122,124,,
5195,EVERETT,WA,60,GEORGE WHEATLEY,915,840,700,53,85, 78 , 84 ,87.4%,124,128,,
5196,MEMPHIS,TN,12,NATHAN STINES,1000,772,715,10,45, 123 , 119 ,89.3%,135,139,,
5197,OWENS CROSS ROADS,AL,12,NATHAN STINES,780,584,521,17,44, 65 , 71 ,69.3%,124,124,,
5199,ANTIOCH,IL,25,JEFF KENNEDY,1320,951,867,58,24, 87 , 66 ,88.8%,156,160,,
5201,EDISON,NJ,17,RON SHEPPARD,662,774,684,42,46, 193 , 124 ,87.1%,87,89,,
5202,COMMACK,NY,17,RON SHEPPARD,915,880,794,18,66, 132 , 112 ,89.2%,128,129,,
5203,LONDON,OH,21,JEFF KENNEDY,700,619,555,17,45, 57 , 48 ,94.4%,93,95,,
5210,WYLIE,TX,5,MONICA REED,1120,784,664,60,58, 90 , 114 ,80.6%,136,142,,
5211,MCKINNEY,TX,5,MONICA REED,1320,611,578,10,21, 90 , 94 ,64.7%,142,149,,
5214,KISSIMMEE,FL,9,NATHAN STINES,1000,730,688,17,23, 104 , 131 ,84.9%,125,132,,
5215,DELANO,CA,57,GEORGE WHEATLEY,400,353,302,20,29, 52 , 81 ,77.3%,69,71,,
5216,AMARILLO,TX,46,MONICA REED,855,745,640,34,69, 84 , 68 ,84.5%,124,132,,
5218,ST PETERSBURG,FL,9,NATHAN STINES,1320,1017,793,124,98, 87 , 53 ,85.7%,150,157,,
5232,RIFLE,CO,54,GEORGE WHEATLEY,1320,921,755,56,108, 107 , 117 ,77.8%,149,161,,
5233,WEST VALLEY CITY,UT,54,GEORGE WHEATLEY,915,740,629,43,66, 76 , 73 ,82.1%,129,133,,
5234,CLINTON,UT,54,GEORGE WHEATLEY,1320,888,787,12,87, 78 , 58 ,83.9%,148,154,,
5235,SANDY,UT,54,GEORGE WHEATLEY,915,763,639,38,84, 61 , 44 ,86.4%,121,128,,
5236,BOWLING GREEN,KY,41,JEFF KENNEDY,1320,897,743,36,116, 134 , 126 ,80.4%,156,165,,
5239,BECHTELSVILLE,PA,22,RON SHEPPARD,1320,979,882,15,80, 89 , 57 ,88.2%,161,164,,
5240,ITHACA,NY,17,RON SHEPPARD,780,762,648,50,62, 88 , 95 ,88.0%,116,121,,
5241,NORTH HUNTINGDON,PA,22,RON SHEPPARD,662,732,614,43,73, 102 , 102 ,86.0%,108,109,,
5242,CICERO,NY,17,RON SHEPPARD,1320,1157,986,73,96, 117 , 104 ,85.3%,158,159,,
5244,LITTLE ROCK,AR,42,NATHAN STINES,1000,794,661,60,71, 89 , 71 ,80.0%,134,140,,
5245,SAN ANTONIO,TX,6,MONICA REED,1320,810,729,24,55, 121 , 121 ,80.6%,159,165,,
5246,WHARTON,TX,6,MONICA REED,780,715,654,18,41, 60 , 41 ,82.5%,129,134,,
5247,ROANOKE,TX,5,MONICA REED,780,747,649,26,70, 46 , 10 ,97.1%,105,108,,
5250,KISSIMMEE,FL,9,NATHAN STINES,780,746,721,16,7, 152 , 147 ,84.8%,118,119,,
5251,CHATTANOOGA,TN,2,NATHAN STINES,1320,667,627,22,16, 77 , 69 ,74.1%,158,161,,
5252,LOGANVILLE,GA,2,NATHAN STINES,855,712,516,99,95, 69 , 51 ,70.1%,116,118,,
5253,CHESAPEAKE,VA,75,RON SHEPPARD,1320,1037,911,18,106, 103 , 105 ,89.3%,164,169,,
5254,WAKE FOREST,NC,26,RON SHEPPARD,855,948,767,92,87, 130 , 111 ,87.6%,133,133,,
5260,ROGERS,AR,42,NATHAN STINES,1000,987,832,59,94, 125 , 117 ,87.4%,142,152,,
5261,PINEVILLE,MO,42,NATHAN STINES,1320,980,884,22,72, 116 , 97 ,88.4%,160,167,,
5262,PELHAM,AL,14,NATHAN STINES,1320,803,720,37,44, 68 , 43 ,80.3%,155,157,,
5263,CLEVELAND,TN,2,NATHAN STINES,1320,836,799,20,15, 63 , 58 ,81.8%,149,160,,
5264,OSPREY,FL,9,NATHAN STINES,1000,736,650,31,53, 71 , 100 ,80.6%,130,136,,
5266,HUDSON,FL,9,NATHAN STINES,1320,975,885,42,46, 143 , 106 ,87.2%,159,166,,
5270,LINDON,UT,54,GEORGE WHEATLEY,915,663,574,5,82, 72 , 96 ,80.0%,119,129,,
5272,POULSBO,WA,60,GEORGE WHEATLEY,915,867,771,56,38, 56 , 52 ,86.9%,134,136,,
5273,SEQUIM,WA,60,GEORGE WHEATLEY,855,594,566,12,14, 32 , 35 ,85.4%,112,114,,
5275,WOODSTOCK,GA,2,NATHAN STINES,1000,654,608,14,30, 90 , 86 ,78.2%,136,141,,
5276,PALATINE,IL,25,JEFF KENNEDY,1200,918,796,35,85, 111 , 117 ,89.0%,138,145,,
5278,CHICOPEE,MA,16,RON SHEPPARD,915,951,809,55,85, 147 , 112 ,91.8%,128,134,,
5280,PORTAGE,MI,19,JEFF KENNEDY,780,592,496,48,46, 45 , 37 ,89.8%,94,97,,
5285,CANTON,OH,20,JEFF KENNEDY,915,805,685,58,60, 115 , 107 ,86.2%,128,135,,
5287,SPRING,TX,6,MONICA REED,662,649,526,35,86, 79 , 87 ,88.8%,97,99,,
5288,SEAGOVILLE,TX,5,MONICA REED,1120,669,605,28,34, 67 , 69 ,78.1%,135,142,,
5292,RALEIGH,NC,26,RON SHEPPARD,1320,1152,993,41,116, 140 , 141 ,85.8%,155,163,,
5294,MILFORD,CT,17,RON SHEPPARD,1120,1014,806,84,122, 194 , 205 ,86.2%,141,145,,
5295,FARMINGDALE,NY,17,RON SHEPPARD,780,997,767,82,146, 135 , 173 ,89.7%,114,118,,
5296,BARBOURSVILLE,WV,20,JEFF KENNEDY,780,797,706,10,79, 134 , 107 ,89.1%,118,123,,
5298,GASTONIA,NC,4,RON SHEPPARD,1320,846,741,29,74, 55 , 49 ,74.6%,144,147,,
5299,CLERMONT,FL,9,NATHAN STINES,780,600,520,62,16, 231 , 248 ,61.0%,122,123,,
5300,GIBSONTON,FL,9,NATHAN STINES,1000,805,708,31,64, 163 , 175 ,78.5%,138,145,,
5303,PRESCOTT,AZ,46,MONICA REED,780,564,531,10,21, 104 , 73 ,70.6%,118,122,,
5307,GARDNER,KS,44,MONICA REED,1320,1006,842,39,123, 109 , 93 ,86.3%,157,164,,
5309,OBERLIN,OH,19,JEFF KENNEDY,616,610,498,43,67, 81 , 53 ,86.8%,95,99,,
5311,MCKINNEY,TX,5,MONICA REED,1320,818,733,13,70, 85 , 117 ,80.2%,138,145,,
5312,FORT WORTH,TX,5,MONICA REED,855,695,654,24,15, 97 , 81 ,85.0%,121,124,,
5313,LAKE SAINT LOUIS,MO,40,JEFF KENNEDY,1320,895,817,8,68, 101 , 98 ,88.4%,159,164,,
5316,SAGINAW,TX,5,MONICA REED,915,919,818,23,76, 107 , 96 ,83.6%,127,135,,
5317,AUSTIN,TX,5,MONICA REED,1320,971,834,48,87, 92 , 64 ,87.6%,151,158,,
5319,MACARTHUR,WV,20,JEFF KENNEDY,855,854,755,24,73, 132 , 81 ,88.8%,132,140,,
5320,GREENSBORO,NC,26,RON SHEPPARD,780,812,675,52,83, 93 , 86 ,87.5%,114,118,,
5326,OCALA,FL,3,NATHAN STINES,1000,742,694,23,23, 151 , 136 ,69.8%,148,155,,
5329,ANTHEM,AZ,46,MONICA REED,855,538,496,24,16, 28 , 22 ,74.3%,114,114,,
5330,PHOENIX,AZ,46,MONICA REED,855,783,636,95,50, 119 , 82 ,87.3%,110,116,,
5331,PHOENIX,AZ,46,MONICA REED,1320,1027,851,59,115, 75 , 53 ,89.2%,142,149,,
5334,AURORA,CO,47,GEORGE WHEATLEY,1320,935,877,18,38, 129 , 129 ,79.3%,153,164,,
5335,BRAWLEY,CA,57,GEORGE WHEATLEY,1320,1066,958,12,94, 148 , 128 ,85.5%,156,163,,
5340,CHERRY HILL,NJ,22,RON SHEPPARD,1200,1010,811,87,110, 117 , 100 ,76.3%,141,147,,
5341,BROOMFIELD,CO,47,GEORGE WHEATLEY,855,774,669,39,64, 25 , 26 ,83.8%,125,126,,
5342,YUMA,AZ,57,GEORGE WHEATLEY,1320,1178,1031,30,115, 255 , 224 ,82.2%,165,171,,
5343,FREDERICKSBURG,VA,75,RON SHEPPARD,1320,1267,1046,54,165, 154 , 140 ,89.2%,160,167,,
5346,MEBANE,NC,26,RON SHEPPARD,915,786,653,88,43, 73 , 43 ,86.0%,131,132,,
5348,MONTGOMERY,AL,14,NATHAN STINES,1320,645,575,22,46, 99 , 70 ,60.3%,153,163,,
5352,BATAVIA,IL,25,JEFF KENNEDY,780,649,592,35,20, 62 , 77 ,91.4%,112,115,,
5355,KENTON,OH,21,JEFF KENNEDY,855,687,583,38,64, 59 , 68 ,85.1%,110,114,,
5358,SHIPPENSBURG,PA,22,RON SHEPPARD,915,912,782,45,83, 132 , 111 ,92.1%,133,140,,
5359,AZLE,TX,5,MONICA REED,1320,933,838,23,70, 86 , 77 ,85.5%,146,157,,
5361,OMAHA,NE,47,GEORGE WHEATLEY,1320,945,851,34,58, 78 , 68 ,87.6%,161,162,,
5363,HAMPTON,GA,3,NATHAN STINES,1320,661,541,48,70, 87 , 100 ,62.4%,152,160,,
5368,SALEM,OR,60,GEORGE WHEATLEY,1000,946,786,81,77, 109 , 83 ,90.1%,140,143,,
5369,GOODYEAR,AZ,46,MONICA REED,1320,875,755,11,107, 82 , 134 ,78.2%,148,158,,
5370,LONGMONT,CO,47,GEORGE WHEATLEY,1320,1014,872,49,91, 76 , 57 ,93.1%,153,160,,
5373,CHIPPEWA FALLS,WI,53,JEFF KENNEDY,1120,884,792,24,66, 190 , 148 ,85.3%,141,151,,
5374,EATON,OH,21,JEFF KENNEDY,1320,846,756,18,70, 67 , 73 ,82.4%,144,151,,
5376,TAWAS CITY,MI,19,JEFF KENNEDY,915,765,692,8,63, 52 , 37 ,91.2%,121,124,,
