Store,,APR,73,YTD,74,APR,75,YTD,76,APR,77,YTD,78,APR,79,YTD,80,L12 Mths,81,L12 Mths,82,APR,83,YTD,84,APR,85,YTD,86,APR,87,YTD,88,APR,89,YTD,90,APR,91,YTD,92
1418,,10.31%,G,13.74%,G,36.02%,G,57.06%,G,39.92%,G,76.50%,G,15.50%,G,31.25%,G,3.82,R,3.82,R,55.88%,G,51.18%,,1.50%,,0.80%,,45.59%,,31.84%,,0:42:03,,0:47:13,,156/2578,G,205/2578,G
1761,,-0.43%,,-3.36%,,-0.63%,,-0.58%,,28.89%,G,20.45%,,-11.71%,,-15.65%,,4.33,,4.33,,59.33%,G,59.94%,G,3.16%,G,2.20%,,48.76%,,43.56%,,0:49:40,,0:46:30,,859/2578,,1422/2578,
Total,B,6.36%,G,2.94%,,4.85%,G,6.16%,,21.98%,G,29.27%,G,-6.23%,G,-8.87%,,4.19,R,4.19,R,51.24%,,49.81%,,2.98%,,2.35%,,56.89%,,50.66%,,0:36:11,,0:37:33,,26/394,G,102/394,
923,,6.28%,,3.68%,,9.74%,G,24.12%,G,24.70%,,25.50%,,-2.83%,G,11.19%,G,<5 Reviews,,<5 Reviews,,56.31%,G,54.34%,,0.72%,,0.44%,,69.90%,,66.53%,,0:37:48,,0:38:49,,304/2578,G,413/2578,G
1275,,-3.64%,,0.57%,,-3.41%,,22.90%,G,-7.54%,,29.73%,,-5.95%,,3.17%,G,<5 Reviews,,<5 Reviews,,52.17%,,43.41%,,1.09%,,0.69%,,70.36%,,53.27%,,0:23:39,G,0:25:02,G,1018/2578,,439/2578,G
1518,,-2.53%,,-4.02%,,-18.84%,R,-16.84%,R,-4.17%,,0.75%,,-34.25%,R,-32.72%,R,<5 Reviews,,<5 Reviews,,44.54%,,56.28%,G,0.72%,,0.25%,R,9.24%,R,6.56%,R,1:06:30,R,1:08:36,R,2269/2578,R,2418/2578,R
1557,,-4.78%,,-6.75%,R,-42.47%,R,-41.38%,R,-43.85%,R,-39.35%,R,-37.80%,R,-43.76%,R,<5 Reviews,,<5 Reviews,,57.69%,G,55.64%,G,4.11%,G,2.55%,G,20.00%,R,13.53%,R,0:44:15,,0:50:52,,2383/2578,R,2489/2578,R
1655,,-10.43%,R,-5.71%,,-15.02%,,9.78%,,17.00%,,48.75%,G,-26.55%,,-4.51%,,<5 Reviews,,<5 Reviews,,48.44%,,41.70%,,0.85%,,1.07%,,57.43%,,43.68%,,0:37:14,,0:38:39,,1858/2578,,1041/2578,
2786,,-0.23%,,-3.10%,,-20.16%,R,-13.50%,R,-29.19%,R,-20.65%,R,-9.80%,,-9.52%,,<5 Reviews,,<5 Reviews,,52.61%,,49.26%,,6.14%,G,4.99%,G,30.87%,,25.09%,,0:33:49,,0:33:45,,1660/2578,,1880/2578,
2788,,6.35%,,1.41%,,-3.90%,,-7.94%,,0.61%,,-5.95%,R,-5.44%,,-16.02%,,4.78,G,4.78,G,50.88%,,54.85%,G,0.30%,,0.41%,,31.42%,,27.66%,,0:35:14,,0:37:00,,844/2578,,1669/2578,
6476,,5.00%,,15.50%,G,44.16%,G,195.46%,G,11.00%,,157.26%,G,-0.83%,G,160.71%,G,<5 Reviews,,<5 Reviews,,71.43%,G,55.71%,G,6.31%,G,2.66%,G,98.32%,G,69.63%,G,0:47:59,,0:44:43,,219/2578,G,38/2578,G
Total,B,-1.29%,,-0.71%,,-9.47%,,5.55%,,-5.31%,R,7.81%,,-17.23%,,-4.28%,G,4.77,G,4.77,G,52.77%,G,48.88%,,2.02%,,1.26%,,51.94%,,43.45%,,0:39:16,,0:40:35,,236/394,,158/394,
566,,-3.18%,,1.62%,,-21.12%,R,-4.24%,,-8.62%,R,7.18%,,-25.71%,,-12.54%,,<5 Reviews,,<5 Reviews,,44.57%,,40.99%,,0.47%,,1.19%,,39.00%,,40.21%,,0:29:42,G,0:27:38,G,1995/2578,,1312/2578,
870,,-7.68%,R,-8.22%,R,-9.74%,,-22.56%,R,-2.06%,,-19.59%,R,-25.30%,,-34.07%,R,<5 Reviews,,<5 Reviews,,27.69%,R,31.87%,R,2.46%,,2.38%,,63.84%,,48.78%,,0:45:12,,0:44:08,,1921/2578,,2442/2578,R
1002,,-4.60%,,-10.83%,R,-9.28%,,-12.55%,R,0.21%,,-9.06%,R,-22.64%,,-25.17%,,4.30,,4.30,,57.07%,G,55.90%,G,0.00%,R,0.15%,R,33.41%,,29.82%,,0:28:08,G,0:28:55,G,1538/2578,,2236/2578,R
1026,,4.84%,,4.46%,,0.39%,,13.47%,,33.53%,G,39.86%,G,-11.08%,,-4.66%,,<5 Reviews,,<5 Reviews,,49.65%,,46.36%,,0.23%,,1.21%,,41.40%,,40.35%,,0:29:25,G,0:29:30,G,554/2578,,452/2578,G
1162,,1.17%,,-5.18%,,-8.46%,,-2.07%,,2.22%,,11.73%,,-7.14%,,-20.54%,,<5 Reviews,,<5 Reviews,,33.59%,,34.07%,,1.90%,,2.65%,G,12.05%,R,8.48%,R,0:40:00,,0:34:12,,1375/2578,,1782/2578,
1371,,8.04%,G,4.52%,,5.97%,,5.72%,,9.07%,,9.63%,,-4.35%,G,-13.73%,,4.88,G,4.88,G,36.69%,,33.52%,,1.83%,,1.22%,,44.16%,,35.21%,,0:30:44,,0:29:46,G,348/2578,G,884/2578,
1676,,5.64%,,-1.83%,,13.10%,G,2.41%,,18.07%,,10.72%,,8.01%,G,-11.91%,,<5 Reviews,,<5 Reviews,,37.80%,,34.12%,,2.94%,,1.63%,,37.80%,,35.12%,,0:27:36,G,0:27:56,G,247/2578,G,1254/2578,
1783,,-9.64%,R,-11.31%,R,-24.11%,R,-23.57%,R,-18.11%,R,-9.34%,R,-25.94%,,-30.26%,R,4.60,,4.60,,43.17%,,47.66%,,0.00%,R,0.16%,R,63.88%,,58.70%,,0:51:20,,1:03:54,R,2387/2578,R,2503/2578,R
4216,,-3.34%,,-1.89%,,-1.23%,,-0.98%,,-3.93%,,2.34%,,-8.96%,,-17.54%,,4.20,R,4.20,R,40.66%,,42.98%,,0.58%,,1.14%,,36.39%,,32.68%,,0:47:24,,0:47:16,,1425/2578,,1771/2578,
Total,B,-0.92%,,-3.38%,,-6.97%,,-5.82%,R,3.14%,,4.19%,R,-14.93%,,-19.21%,,4.43,,4.43,,42.14%,,41.90%,,1.18%,,1.24%,,41.22%,,37.11%,,0:35:44,,0:36:14,,219/394,,334/394,R
&nbsp;,B,-2.69%,,-4.58%,R,-8.79%,,-7.89%,R,3.29%,,5.19%,R,-16.86%,,-20.31%,R,4.49,,4.49,,49.05%,G,49.09%,G,1.64%,,1.65%,,50.66%,,48.30%,,0:38:48,,0:40:07,,21/30,,29/30,R
15,,-4.21%,,-2.43%,,-4.52%,,5.83%,,9.98%,,22.79%,,-18.93%,,-13.69%,,4.33,,4.33,,44.77%,,49.14%,,0.65%,,0.84%,,36.06%,,37.52%,,0:32:13,,0:35:11,,1288/2578,,1122/2578,
32,,-0.77%,,-4.87%,,-9.89%,,-10.32%,,16.67%,,10.03%,,-35.29%,R,-33.14%,R,4.39,,4.39,,77.27%,G,77.15%,G,8.31%,G,9.23%,G,100.57%,G,106.33%,G,0:29:41,G,0:32:00,,1091/2578,,1706/2578,
379,,9.23%,G,25.18%,G,15.36%,G,160.11%,G,48.46%,G,264.76%,G,-3.76%,G,74.08%,G,4.56,,4.56,,41.56%,,46.52%,,0.41%,,0.29%,,27.87%,,24.84%,,0:16:02,G,0:17:13,G,177/2578,G,29/2578,G
871,,-18.17%,R,-10.11%,R,-21.70%,R,-8.95%,,-15.29%,R,6.76%,,-27.85%,,-14.67%,,4.33,,4.33,,66.46%,G,53.85%,,7.80%,G,2.76%,G,42.41%,,41.40%,,0:19:54,G,0:19:49,G,2062/2578,,1740/2578,
1009,,-2.81%,,3.71%,,-3.21%,,38.39%,G,41.29%,G,96.60%,G,-31.42%,R,-1.02%,,3.60,R,3.60,R,50.46%,,55.53%,G,0.95%,,0.45%,,75.23%,G,74.25%,G,0:38:47,,0:39:18,,1189/2578,,335/2578,G
2175,,-2.62%,,-5.25%,,-29.52%,R,-16.05%,R,-10.53%,R,-12.78%,R,-26.20%,,-17.73%,,4.20,R,4.20,R,52.66%,,55.61%,G,0.00%,R,0.00%,R,35.21%,,37.40%,,0:49:37,,0:48:50,,2298/2578,R,2318/2578,R
2221,,7.23%,,10.69%,G,9.36%,G,62.09%,G,29.89%,G,92.51%,G,0.17%,G,28.54%,G,4.57,,4.57,,54.30%,,55.36%,G,0.94%,,0.90%,,82.78%,G,74.46%,G,0:25:26,G,0:26:19,G,130/2578,G,18/2578,G
2702,,10.02%,G,7.93%,G,23.55%,G,69.83%,G,21.75%,,92.89%,G,16.56%,G,31.07%,G,4.67,,4.67,,51.21%,,50.83%,,0.33%,,0.30%,,14.75%,R,21.94%,,0:24:12,G,0:22:05,G,137/2578,G,92/2578,G
4381,,-0.83%,,-4.21%,,2.54%,,0.40%,,13.39%,,14.81%,,-17.55%,,-16.71%,,4.77,G,4.77,G,70.65%,G,58.54%,G,0.19%,R,0.14%,R,100.65%,G,102.76%,G,0:38:41,,0:38:32,,768/2578,,1384/2578,
Total,B,0.01%,,2.31%,,-0.32%,,26.08%,G,20.90%,G,58.43%,G,-15.44%,,-0.92%,G,4.50,,4.50,,54.99%,G,54.66%,G,1.39%,,1.13%,,58.91%,,59.64%,G,0:29:01,G,0:29:23,G,71/394,G,16/394,G
9,,-5.69%,,0.39%,,20.15%,G,37.78%,G,3444.44%,G,268.35%,G,-31.62%,R,-11.10%,,4.00,R,4.00,R,42.37%,,40.56%,,1.57%,,1.37%,,26.24%,,16.47%,R,0:57:26,R,0:56:37,R,1148/2578,,778/2578,
19,,-5.39%,,-5.47%,,-16.52%,,-5.20%,,-1.92%,,5.05%,,-31.10%,R,-27.22%,R,<5 Reviews,,<5 Reviews,,69.53%,G,74.05%,G,0.98%,,0.78%,,56.43%,,61.15%,,0:33:31,,0:41:26,,1844/2578,,1886/2578,
30,,-8.14%,R,-5.35%,,-10.50%,,6.58%,,7.62%,,35.47%,G,-17.80%,,-16.64%,,<5 Reviews,,<5 Reviews,,49.73%,,54.56%,G,0.85%,,0.65%,,38.50%,,35.41%,,0:41:45,,0:40:38,,1727/2578,,1281/2578,
37,,-6.17%,,-4.12%,,-2.79%,,13.79%,,25.60%,G,54.79%,G,-32.89%,R,-21.11%,,3.57,R,3.57,R,36.42%,,37.98%,,2.64%,,1.31%,,29.80%,,40.48%,,0:57:08,R,1:04:07,R,1667/2578,,1355/2578,
69,,9.81%,G,3.33%,,22.16%,G,15.18%,,36.68%,G,22.17%,,21.00%,G,4.89%,G,4.77,G,4.77,G,61.14%,G,57.02%,G,3.44%,G,1.49%,,44.97%,,48.61%,,0:28:32,G,0:28:39,G,29/2578,G,339/2578,G
95,,-1.52%,,-0.78%,,-7.91%,,16.42%,,21.97%,,44.28%,G,-13.49%,,-2.36%,,3.38,R,3.38,R,33.40%,,38.88%,,0.00%,R,0.11%,R,38.40%,,33.48%,,0:45:10,,0:47:21,,1508/2578,,1019/2578,
152,,2.60%,,-0.70%,,14.92%,G,17.42%,,26.94%,G,41.73%,G,0.27%,G,-0.29%,G,<5 Reviews,,<5 Reviews,,52.55%,,49.76%,,10.61%,G,5.26%,G,91.42%,G,83.00%,G,0:31:55,,0:36:25,,191/2578,G,465/2578,G
188,,-16.92%,R,-11.26%,R,-30.09%,R,-13.75%,R,-7.56%,,3.05%,,-38.65%,R,-23.78%,,4.33,,4.33,,48.60%,,44.61%,,1.05%,,0.89%,,61.50%,,55.45%,,0:57:24,R,0:55:19,R,2477/2578,R,2349/2578,R
313,,1.66%,,-2.85%,,-2.35%,,-0.36%,,18.73%,,21.00%,,-2.55%,G,-15.64%,,4.43,,4.43,,38.81%,,38.34%,,0.95%,,0.46%,,60.82%,,67.13%,,0:59:00,R,0:55:06,R,993/2578,,1631/2578,
Total,B,-3.89%,,-3.28%,,-5.48%,,7.01%,,22.58%,G,32.22%,G,-20.59%,,-13.70%,,4.25,R,4.25,R,48.79%,,48.73%,,1.93%,,1.11%,,49.35%,,47.21%,,0:45:39,,0:47:31,,227/394,,200/394,
21,,0.73%,,0.04%,,-9.32%,,5.73%,,20.94%,,28.41%,,-13.88%,,-3.87%,,4.44,,4.44,,50.22%,,47.61%,,2.60%,,2.69%,G,30.91%,,41.55%,,0:28:37,G,0:32:36,,973/2578,,777/2578,
65,,-9.15%,R,-3.96%,,-5.06%,,6.67%,,18.42%,,34.79%,G,-21.28%,,-13.14%,,3.78,R,3.78,R,41.63%,,42.91%,,2.86%,,2.91%,G,55.36%,,47.66%,,0:33:41,,0:34:06,,1383/2578,,1088/2578,
89,,-0.56%,,-4.72%,,-11.09%,,-4.46%,,-20.41%,R,-15.64%,R,-6.14%,,-9.98%,,3.63,R,3.63,R,47.09%,,54.17%,,0.58%,,0.50%,,70.91%,,70.47%,G,0:55:39,R,0:58:29,R,1702/2578,,1969/2578,
101,,-1.95%,,-10.14%,R,-7.71%,,-26.09%,R,-7.43%,,-17.93%,R,-11.29%,,-27.58%,R,3.88,R,3.88,R,40.27%,,39.28%,,7.61%,G,3.79%,G,41.86%,,40.23%,,0:49:52,,0:48:03,,1548/2578,,2479/2578,R
172,,1.66%,,5.06%,,-1.30%,,16.32%,,3.82%,,25.13%,,-14.33%,,1.23%,G,4.44,,4.44,,64.77%,G,58.21%,G,8.09%,G,8.33%,G,93.18%,G,87.92%,G,0:26:25,G,0:27:59,G,580/2578,,212/2578,G
815,,13.37%,G,3.51%,,-18.19%,,-17.67%,R,-17.54%,R,-12.11%,R,-12.61%,,-23.40%,,5.00,G,5.00,G,46.52%,,44.55%,,0.00%,R,0.00%,R,75.37%,G,69.08%,G,0:37:02,,0:33:45,,1281/2578,,1829/2578,
Total,B,0.24%,,-2.23%,,-8.59%,,-4.52%,,0.04%,,4.17%,R,-13.19%,,-13.29%,,4.15,R,4.15,R,48.42%,,47.98%,,3.75%,G,2.94%,G,58.76%,,58.30%,G,0:39:09,,0:39:44,,214/394,,277/394,
60,,-1.18%,,-0.03%,,-14.26%,,14.05%,,5.81%,,43.05%,G,-25.34%,,-14.39%,,4.86,G,4.86,G,35.73%,,37.12%,,0.00%,R,0.00%,R,50.90%,,47.92%,,0:38:53,,0:39:44,,1691/2578,,883/2578,
243,,3.53%,,-3.57%,,-19.13%,R,-20.53%,R,3.47%,,-11.18%,R,-36.31%,R,-34.89%,R,4.75,,4.75,,40.90%,,40.49%,,0.34%,,0.12%,R,31.04%,,20.35%,R,0:44:36,,0:40:22,,1902/2578,,2388/2578,R
648,,-5.83%,,-10.05%,R,-20.43%,R,-23.68%,R,-10.83%,R,-16.24%,R,-23.53%,,-33.12%,R,4.78,G,4.78,G,67.81%,G,64.63%,G,0.00%,R,0.15%,R,45.30%,,47.56%,,0:35:48,,0:31:32,,2016/2578,,2309/2578,R
1021,,2.94%,,1.00%,,-13.01%,,-6.42%,,1.72%,,1.29%,,-27.32%,,-21.24%,,<5 Reviews,,<5 Reviews,,44.23%,,46.22%,,6.21%,G,5.47%,G,67.57%,,75.63%,G,0:46:01,,0:47:29,,1486/2578,,1647/2578,
1161,,12.15%,G,4.85%,,14.88%,G,5.16%,,16.34%,,16.79%,,6.73%,G,-4.25%,,4.72,,4.72,,91.93%,G,91.33%,G,0.19%,R,0.26%,R,25.54%,,20.23%,R,0:47:59,,0:48:39,,322/2578,G,982/2578,
2600,,10.31%,G,6.90%,,-19.06%,R,0.37%,,10.78%,,16.48%,,-2.16%,G,4.01%,G,5.00,G,5.00,G,49.17%,,65.11%,G,7.96%,G,12.22%,G,75.69%,G,96.14%,G,0:26:50,G,0:31:24,,726/2578,,462/2578,G
2616,,15.49%,G,19.52%,G,28.22%,G,63.51%,G,68.31%,G,99.55%,G,11.72%,G,43.34%,G,4.89,G,4.89,G,47.32%,,46.03%,,2.92%,,1.58%,,53.53%,,41.63%,,0:39:56,,0:40:36,,44/2578,G,47/2578,G
5313,,10.25%,G,7.96%,G,-3.88%,,3.70%,,-5.73%,,0.37%,,3.31%,G,-4.09%,,<5 Reviews,,<5 Reviews,,64.44%,G,64.76%,G,0.55%,,0.56%,,112.83%,G,101.45%,G,0:51:14,,0:55:24,R,799/2578,,991/2578,
Total,B,5.90%,G,3.09%,,-4.15%,,1.49%,,8.37%,,11.58%,,-11.84%,,-10.81%,,4.77,G,4.77,G,61.48%,G,62.15%,G,2.06%,,2.14%,,51.63%,,48.91%,,0:43:01,,0:44:12,,85/394,,144/394,
295,,7.85%,G,1.20%,,5.12%,,-0.20%,,16.93%,,5.91%,,-11.31%,,-11.81%,,4.86,G,4.86,G,58.07%,G,63.80%,G,4.71%,G,3.22%,G,100.57%,G,101.81%,G,0:44:08,,0:49:01,,321/2578,G,1115/2578,
805,,0.18%,,-6.92%,R,-6.23%,,-14.09%,R,16.67%,,7.40%,,0.81%,G,-16.19%,,4.59,,4.59,,67.84%,G,73.51%,G,4.40%,G,2.17%,,74.40%,G,65.02%,,0:26:57,G,0:26:55,G,576/2578,,1717/2578,
1177,,6.23%,,0.53%,,-8.27%,,-14.09%,R,14.23%,,6.10%,,-6.01%,,-24.54%,,4.56,,4.56,,38.66%,,38.66%,,5.19%,G,3.92%,G,13.10%,R,18.55%,R,0:50:05,,0:49:58,,1095/2578,,2035/2578,
1514,,13.67%,G,14.75%,G,17.64%,G,36.21%,G,37.75%,G,67.82%,G,15.15%,G,23.94%,G,4.67,,4.67,,54.97%,,53.65%,,0.29%,,0.52%,,87.18%,G,85.73%,G,1:13:54,R,1:12:03,R,210/2578,G,185/2578,G
2213,,-9.55%,R,-14.81%,R,-30.60%,R,-39.16%,R,-24.95%,R,-30.76%,R,-35.03%,R,-40.60%,R,<5 Reviews,,<5 Reviews,,46.48%,,42.64%,,8.03%,G,3.51%,G,35.35%,,26.97%,,0:47:55,,0:47:46,,2428/2578,R,2526/2578,R
5150,,13.93%,G,18.53%,G,39.09%,G,79.59%,G,109.90%,G,183.46%,G,0.45%,G,19.26%,G,3.92,R,3.92,R,55.72%,G,54.45%,G,0.47%,,0.18%,R,52.41%,,50.91%,,0:48:34,,0:55:24,R,186/2578,G,198/2578,G
Total,B,5.00%,,1.41%,,-0.33%,,-2.20%,,18.51%,,16.29%,,-7.69%,G,-11.96%,,4.45,,4.45,,55.03%,G,55.76%,G,3.76%,G,2.13%,,62.32%,G,59.69%,G,0:46:57,,0:48:32,,62/394,G,206/394,
14,,1.28%,,-5.65%,,-13.79%,,-15.83%,R,-12.86%,R,-13.89%,R,-12.01%,,-21.13%,,<5 Reviews,,<5 Reviews,,45.20%,,46.32%,,0.51%,,2.09%,,74.84%,G,75.74%,G,0:36:55,,0:41:23,,1507/2578,,2130/2578,R
20,,-8.13%,R,-11.53%,R,-20.22%,R,-18.99%,R,-4.03%,,-7.72%,R,-29.83%,,-30.55%,R,<5 Reviews,,<5 Reviews,,55.60%,G,57.79%,G,3.15%,G,1.24%,,84.06%,G,76.71%,G,0:34:39,,0:33:05,,1983/2578,,2209/2578,R
46,,-3.00%,,-5.80%,R,-14.12%,,-9.25%,,-0.34%,,4.37%,,-27.14%,,-24.40%,,4.38,,4.38,,49.80%,,55.18%,G,-0.17%,R,0.00%,R,57.29%,,48.94%,,0:36:25,,0:34:50,,1839/2578,,2029/2578,
78,,0.01%,,-5.40%,,-6.32%,,-12.62%,R,-2.94%,,-1.34%,,-12.45%,,-28.01%,R,4.50,,4.50,,36.14%,,39.29%,,0.30%,,0.83%,,17.35%,R,21.22%,R,1:01:59,R,0:58:21,R,1644/2578,,2383/2578,R
86,,12.53%,G,21.18%,G,95.25%,G,302.12%,G,183.93%,G,586.55%,G,22.49%,G,152.38%,G,4.62,,4.62,,46.61%,,51.34%,,7.76%,G,9.97%,G,53.67%,,50.15%,,0:40:54,,0:46:55,,37/2578,G,32/2578,G
88,,5.12%,,-3.47%,,3.43%,,2.93%,,12.73%,,16.25%,,-9.01%,,-21.81%,,<5 Reviews,,<5 Reviews,,56.91%,G,57.86%,G,5.30%,G,6.52%,G,85.48%,G,91.40%,G,0:19:34,G,0:21:25,G,267/2578,G,1040/2578,
138,,17.03%,G,12.10%,G,503.88%,G,577.67%,G,2583.33%,G,4236.36%,G,185.19%,G,185.76%,G,4.18,R,4.18,R,63.96%,G,60.24%,G,3.11%,G,3.46%,G,89.94%,G,69.77%,G,0:54:02,R,0:53:57,R,40/2578,G,70/2578,G
179,,7.74%,G,11.03%,G,6.09%,,62.57%,G,3.52%,,48.13%,G,-15.41%,,21.75%,G,4.67,,4.67,,61.94%,G,59.25%,G,2.97%,,1.64%,,100.61%,G,99.93%,G,0:31:24,,0:29:40,G,315/2578,G,12/2578,G
Total,B,2.95%,,0.04%,,6.97%,G,18.46%,G,20.08%,G,33.28%,G,-10.25%,,-6.93%,,4.52,,4.52,,51.96%,G,53.74%,G,2.90%,,3.03%,G,71.07%,G,68.04%,G,0:38:01,,0:38:04,,28/394,G,43/394,G
25,,3.65%,,0.77%,,-8.38%,,-4.25%,,11.00%,,4.55%,,-18.26%,,-17.42%,,4.00,R,4.00,R,44.05%,,45.92%,,0.93%,,1.20%,,56.37%,,58.01%,,0:34:36,,0:33:55,,1110/2578,,1467/2578,
29,,0.50%,,-0.99%,,5.80%,,10.22%,,36.99%,G,17.83%,,-10.34%,,-7.41%,,4.15,R,4.15,R,57.89%,G,58.78%,G,0.50%,,2.52%,G,25.30%,,28.16%,,0:35:06,,0:37:35,,657/2578,,903/2578,
40,,-4.30%,,0.77%,,1.06%,,22.53%,G,1.11%,,27.13%,,-18.72%,,5.26%,G,4.50,,4.50,,58.54%,G,53.33%,,1.10%,,0.36%,,28.46%,,26.11%,,0:44:38,,0:37:33,,1263/2578,,589/2578,
80,,-8.23%,R,-13.32%,R,-15.25%,,-26.84%,R,-16.91%,R,-29.25%,R,-13.11%,,-31.85%,R,4.33,,4.33,,48.18%,,50.51%,,0.00%,R,0.69%,,52.80%,,56.59%,,1:13:09,R,1:24:19,R,2188/2578,R,2527/2578,R
159,,-2.34%,,-7.51%,R,-19.58%,R,-28.91%,R,5.00%,,-2.85%,R,-37.57%,R,-39.69%,R,4.60,,4.60,,51.03%,,41.88%,,0.53%,,0.55%,,13.86%,R,15.61%,R,0:42:36,,0:44:03,,2064/2578,R,2482/2578,R
189,,-3.49%,,-6.44%,R,-6.66%,,-3.72%,,2.88%,,8.21%,,-21.02%,,-19.25%,,3.80,R,3.80,R,56.72%,G,51.98%,,0.31%,,0.22%,R,71.24%,G,54.62%,,0:32:24,,0:34:29,,1341/2578,,1832/2578,
219,,-8.29%,R,-7.99%,R,-22.73%,R,-17.56%,R,0.59%,,0.00%,,-27.13%,,-25.55%,R,4.33,,4.33,,31.59%,R,36.83%,,0.00%,R,1.00%,,10.88%,R,13.24%,R,0:44:17,,0:44:53,,2404/2578,R,2420/2578,R
451,,10.85%,G,2.95%,,10.71%,G,6.57%,,-8.65%,R,-10.93%,R,11.14%,G,-0.79%,G,3.75,R,3.75,R,43.59%,,42.65%,,1.05%,,1.47%,,97.90%,G,99.13%,G,2:01:30,R,1:46:55,R,640/2578,,1255/2578,
783,,-15.13%,R,-8.74%,R,-81.13%,R,-24.25%,R,-90.51%,R,-26.59%,R,-72.38%,R,-36.25%,R,<5 Reviews,,<5 Reviews,,32.00%,R,76.65%,G,0.00%,R,1.20%,,42.00%,,76.37%,G,0:30:42,,0:33:55,,2528/2578,R,2254/2578,R
5477,,5.04%,,1.64%,,-13.54%,,-2.71%,,4.77%,,13.08%,,-16.86%,,-16.11%,,4.86,G,4.86,G,34.44%,,37.40%,,0.18%,R,0.12%,R,38.99%,,41.41%,,0:36:04,,0:35:49,,1344/2578,,1405/2578,
Total,B,-1.79%,,-3.60%,R,-12.01%,,-7.01%,R,-0.76%,,1.73%,R,-19.96%,,-19.02%,,4.27,R,4.27,R,46.23%,,47.23%,,0.44%,R,0.92%,,43.70%,,44.95%,,0:45:40,,0:45:31,,328/394,R,363/394,R
109,,-1.00%,,-6.11%,R,-0.21%,,0.53%,,-1.25%,,-0.91%,,-13.70%,,-15.69%,,4.78,G,4.78,G,64.46%,G,62.37%,G,0.51%,,0.84%,,93.19%,G,90.32%,G,0:46:23,,0:40:04,,1017/2578,,1516/2578,
135,,-4.75%,,-8.44%,R,-21.66%,R,-20.94%,R,-10.21%,R,-16.02%,R,-20.75%,,-24.76%,,4.43,,4.43,,76.74%,G,77.48%,G,6.71%,G,3.08%,G,78.21%,G,71.18%,G,0:43:18,,0:41:38,,1907/2578,,2214/2578,R
195,,4.70%,,-4.59%,,-12.96%,,-10.68%,,13.08%,,-1.64%,,-19.73%,,-15.80%,,4.56,,4.56,,51.83%,,54.49%,G,0.41%,,0.69%,,22.92%,,22.98%,,0:22:52,G,0:26:30,G,1127/2578,,1855/2578,
234,,4.58%,,3.90%,,1.01%,,22.28%,G,11.02%,,31.76%,,-1.44%,G,16.35%,G,4.00,R,4.00,R,40.29%,,37.73%,,4.71%,G,1.96%,,37.38%,,31.48%,,0:44:23,,0:46:21,,767/2578,,577/2578,
325,,5.27%,,3.64%,,10.89%,G,25.28%,G,25.17%,,32.94%,G,-6.97%,,5.43%,G,<5 Reviews,,<5 Reviews,,55.56%,G,57.82%,G,1.07%,,2.68%,G,23.91%,,27.23%,,0:22:55,G,0:23:45,G,260/2578,G,226/2578,G
560,,9.93%,G,17.08%,G,32.38%,G,128.03%,G,74.50%,G,322.92%,G,8.16%,G,52.95%,G,5.00,G,5.00,G,42.92%,,45.94%,,0.29%,,0.79%,,27.36%,,27.56%,,0:30:35,,0:31:16,,90/2578,G,26/2578,G
801,,-6.44%,,-3.05%,,-15.66%,,-2.57%,,-9.41%,R,0.15%,,-19.20%,,-6.41%,,4.20,R,4.20,R,39.11%,,38.28%,,0.92%,,0.44%,,40.84%,,40.77%,,0:33:54,,0:33:50,,1991/2578,,1645/2578,
1120,,-3.44%,,-7.63%,R,-33.53%,R,-36.87%,R,-17.54%,R,-25.37%,R,-37.43%,R,-44.12%,R,4.71,,4.71,,31.46%,R,37.07%,,0.91%,,1.31%,,30.90%,,23.80%,,0:48:51,,0:52:29,R,2408/2578,R,2518/2578,R
2857,,14.47%,G,7.34%,,8.80%,G,32.73%,G,26.59%,G,80.31%,G,-2.70%,G,3.66%,G,4.75,,4.75,,39.53%,,45.16%,,0.96%,,0.64%,,32.69%,,28.26%,,0:41:42,,0:49:43,,320/2578,G,365/2578,G
2994,,-1.20%,,-12.99%,R,-9.74%,,-27.61%,R,21.59%,,-7.10%,R,-20.63%,,-34.57%,R,4.19,R,4.19,R,62.05%,G,60.80%,G,1.25%,,1.80%,,74.00%,G,72.22%,G,0:48:43,,0:50:35,,1311/2578,,2424/2578,R
Total,B,2.00%,,-1.60%,,-6.26%,,-0.82%,,8.77%,,14.39%,,-14.79%,,-13.05%,,4.51,,4.51,,51.84%,G,52.76%,G,1.78%,,1.37%,,49.39%,,46.46%,,0:39:14,,0:40:48,,142/394,,223/394,
61,,6.87%,,-1.89%,,-0.92%,,-9.89%,,0.49%,,-3.07%,R,-9.96%,,-19.74%,,4.69,,4.69,,45.85%,,45.96%,,0.49%,,0.32%,,69.92%,,56.94%,,0:49:31,,0:57:48,R,875/2578,,2056/2578,
96,,4.38%,,1.99%,,-0.52%,,7.80%,,25.72%,G,43.00%,G,-4.57%,,-7.55%,,4.91,G,4.91,G,49.73%,,51.31%,,0.00%,R,0.80%,,59.57%,,48.59%,,0:43:24,,0:45:20,,632/2578,,729/2578,
